800 3184 
1 2 1
1 3 1
1 4 1
1 5 1
1 6 1
1 7 1
1 8 1
1 9 1
1 10 1
1 11 1
1 12 1
1 13 1
1 14 1
1 17 1
1 22 1
1 24 1
1 26 1
1 41 1
1 44 1
1 45 1
1 50 1
1 61 1
1 79 1
1 93 1
1 97 1
1 99 1
1 100 1
1 103 1
1 113 1
1 120 1
1 130 1
1 132 1
1 135 1
1 138 1
1 148 1
1 154 1
1 162 1
1 171 1
1 187 1
1 191 1
1 205 1
1 216 1
1 228 1
1 232 1
1 278 1
1 283 1
1 287 1
1 289 1
1 293 1
1 299 1
1 311 1
1 315 1
1 317 1
1 340 1
1 404 1
1 407 1
1 426 1
1 434 1
1 454 1
1 457 1
1 459 1
1 513 1
1 561 1
1 573 1
1 574 1
1 583 1
1 599 1
1 603 1
1 604 1
1 616 1
1 626 1
1 631 1
1 637 1
1 640 1
1 643 1
1 658 1
1 663 1
1 665 1
1 708 1
1 734 1
1 738 1
1 767 1
1 782 1
1 783 1
1 788 1
2 6 1
2 21 1
2 89 1
2 150 1
2 159 1
2 212 1
2 254 1
2 349 1
2 399 1
2 442 1
2 443 1
2 500 1
2 528 1
2 630 1
2 744 1
3 6 1
3 7 1
3 9 1
3 39 1
3 50 1
3 69 1
3 90 1
3 128 1
3 158 1
3 330 1
3 520 1
3 577 1
3 643 1
4 6 1
4 7 1
4 8 1
4 9 1
4 14 1
4 18 1
4 20 1
4 22 1
4 24 1
4 25 1
4 28 1
4 29 1
4 34 1
4 38 1
4 41 1
4 42 1
4 49 1
4 54 1
4 57 1
4 61 1
4 64 1
4 65 1
4 66 1
4 73 1
4 78 1
4 79 1
4 82 1
4 86 1
4 91 1
4 92 1
4 98 1
4 99 1
4 104 1
4 105 1
4 119 1
4 122 1
4 124 1
4 134 1
4 141 1
4 143 1
4 147 1
4 156 1
4 165 1
4 167 1
4 169 1
4 171 1
4 180 1
4 182 1
4 185 1
4 186 1
4 195 1
4 209 1
4 214 1
4 225 1
4 231 1
4 234 1
4 238 1
4 248 1
4 249 1
4 258 1
4 285 1
4 290 1
4 291 1
4 317 1
4 320 1
4 340 1
4 341 1
4 343 1
4 358 1
4 366 1
4 367 1
4 368 1
4 371 1
4 375 1
4 387 1
4 414 1
4 418 1
4 446 1
4 450 1
4 471 1
4 491 1
4 500 1
4 503 1
4 507 1
4 514 1
4 528 1
4 544 1
4 557 1
4 560 1
4 584 1
4 597 1
4 606 1
4 612 1
4 646 1
4 653 1
4 655 1
4 682 1
4 684 1
4 694 1
4 700 1
4 717 1
4 723 1
4 749 1
4 777 1
4 780 1
4 794 1
5 8 1
5 12 1
5 13 1
5 15 1
5 16 1
5 17 1
5 19 1
5 21 1
5 23 1
5 25 1
5 36 1
5 43 1
5 44 1
5 46 1
5 53 1
5 56 1
5 58 1
5 63 1
5 70 1
5 72 1
5 96 1
5 100 1
5 101 1
5 109 1
5 133 1
5 137 1
5 150 1
5 152 1
5 164 1
5 178 1
5 244 1
5 295 1
5 320 1
5 428 1
5 481 1
5 499 1
5 505 1
5 518 1
5 554 1
5 635 1
5 711 1
5 754 1
5 755 1
6 7 1
6 10 1
6 11 1
6 13 1
6 17 1
6 18 1
6 19 1
6 20 1
6 24 1
6 26 1
6 27 1
6 32 1
6 33 1
6 36 1
6 42 1
6 48 1
6 55 1
6 59 1
6 60 1
6 62 1
6 73 1
6 105 1
6 118 1
6 123 1
6 127 1
6 130 1
6 136 1
6 143 1
6 158 1
6 170 1
6 172 1
6 175 1
6 203 1
6 204 1
6 211 1
6 220 1
6 234 1
6 240 1
6 254 1
6 265 1
6 266 1
6 279 1
6 293 1
6 294 1
6 309 1
6 337 1
6 342 1
6 345 1
6 369 1
6 373 1
6 383 1
6 386 1
6 410 1
6 416 1
6 421 1
6 488 1
6 513 1
6 525 1
6 538 1
6 549 1
6 560 1
6 634 1
6 645 1
6 671 1
6 686 1
6 707 1
6 714 1
6 715 1
6 771 1
6 773 1
6 796 1
7 8 1
7 9 1
7 10 1
7 13 1
7 14 1
7 15 1
7 18 1
7 20 1
7 21 1
7 23 1
7 25 1
7 31 1
7 34 1
7 37 1
7 40 1
7 42 1
7 45 1
7 52 1
7 72 1
7 73 1
7 74 1
7 75 1
7 88 1
7 92 1
7 101 1
7 109 1
7 111 1
7 119 1
7 122 1
7 126 1
7 140 1
7 150 1
7 157 1
7 164 1
7 168 1
7 181 1
7 189 1
7 191 1
7 193 1
7 194 1
7 211 1
7 224 1
7 227 1
7 233 1
7 239 1
7 245 1
7 255 1
7 261 1
7 264 1
7 295 1
7 297 1
7 307 1
7 315 1
7 349 1
7 350 1
7 357 1
7 372 1
7 378 1
7 380 1
7 382 1
7 384 1
7 431 1
7 439 1
7 443 1
7 450 1
7 466 1
7 487 1
7 492 1
7 525 1
7 527 1
7 552 1
7 561 1
7 568 1
7 589 1
7 591 1
7 609 1
7 615 1
7 629 1
7 638 1
7 680 1
7 725 1
7 730 1
7 737 1
7 745 1
7 766 1
7 770 1
7 790 1
7 799 1
8 53 1
8 55 1
8 195 1
8 221 1
8 386 1
8 459 1
8 471 1
8 502 1
8 506 1
8 665 1
9 10 1
9 11 1
9 12 1
9 14 1
9 15 1
9 16 1
9 19 1
9 30 1
9 32 1
9 34 1
9 37 1
9 43 1
9 45 1
9 51 1
9 57 1
9 61 1
9 64 1
9 83 1
9 85 1
9 88 1
9 90 1
9 91 1
9 94 1
9 98 1
9 111 1
9 114 1
9 117 1
9 125 1
9 131 1
9 134 1
9 135 1
9 144 1
9 161 1
9 165 1
9 180 1
9 181 1
9 196 1
9 198 1
9 208 1
9 220 1
9 245 1
9 269 1
9 278 1
9 282 1
9 302 1
9 323 1
9 336 1
9 391 1
9 411 1
9 419 1
9 423 1
9 425 1
9 432 1
9 437 1
9 457 1
9 462 1
9 504 1
9 508 1
9 509 1
9 537 1
9 557 1
9 603 1
9 604 1
9 651 1
9 659 1
9 662 1
9 699 1
9 702 1
9 764 1
9 786 1
10 11 1
10 12 1
10 17 1
10 23 1
10 24 1
10 28 1
10 29 1
10 33 1
10 36 1
10 45 1
10 47 1
10 63 1
10 67 1
10 76 1
10 95 1
10 144 1
10 145 1
10 196 1
10 199 1
10 200 1
10 228 1
10 237 1
10 252 1
10 259 1
10 261 1
10 272 1
10 287 1
10 373 1
10 379 1
10 393 1
10 403 1
10 430 1
10 467 1
10 470 1
10 530 1
10 560 1
10 578 1
10 612 1
10 635 1
10 659 1
10 730 1
10 794 1
11 23 1
11 35 1
11 54 1
11 55 1
11 79 1
11 106 1
11 125 1
11 136 1
11 162 1
11 266 1
11 304 1
11 306 1
11 464 1
11 503 1
11 526 1
11 641 1
11 653 1
11 798 1
11 799 1
12 18 1
12 19 1
12 30 1
12 31 1
12 47 1
12 55 1
12 71 1
12 76 1
12 84 1
12 102 1
12 116 1
12 123 1
12 129 1
12 133 1
12 162 1
12 217 1
12 225 1
12 249 1
12 259 1
12 280 1
12 286 1
12 292 1
12 297 1
12 313 1
12 343 1
12 344 1
12 370 1
12 376 1
12 377 1
12 411 1
12 429 1
12 438 1
12 446 1
12 452 1
12 478 1
12 498 1
12 533 1
12 548 1
12 605 1
12 618 1
12 725 1
13 15 1
13 16 1
13 46 1
13 50 1
13 78 1
13 99 1
13 100 1
13 118 1
13 149 1
13 276 1
13 277 1
13 283 1
13 284 1
13 310 1
13 480 1
13 515 1
13 616 1
13 717 1
14 29 1
14 33 1
14 39 1
14 68 1
14 86 1
14 118 1
14 126 1
14 129 1
14 177 1
14 196 1
14 213 1
14 218 1
14 223 1
14 254 1
14 301 1
14 304 1
14 400 1
14 431 1
14 451 1
14 505 1
14 533 1
14 548 1
14 634 1
14 726 1
14 785 1
15 16 1
15 22 1
15 27 1
15 38 1
15 41 1
15 52 1
15 54 1
15 57 1
15 65 1
15 69 1
15 84 1
15 85 1
15 87 1
15 94 1
15 99 1
15 102 1
15 116 1
15 120 1
15 148 1
15 176 1
15 202 1
15 206 1
15 207 1
15 213 1
15 221 1
15 224 1
15 225 1
15 238 1
15 256 1
15 259 1
15 262 1
15 293 1
15 300 1
15 353 1
15 362 1
15 374 1
15 394 1
15 402 1
15 447 1
15 451 1
15 462 1
15 475 1
15 488 1
15 489 1
15 524 1
15 528 1
15 538 1
15 542 1
15 551 1
15 620 1
15 659 1
15 688 1
16 21 1
16 22 1
16 27 1
16 29 1
16 35 1
16 41 1
16 59 1
16 81 1
16 87 1
16 130 1
16 132 1
16 140 1
16 148 1
16 166 1
16 168 1
16 170 1
16 174 1
16 182 1
16 212 1
16 220 1
16 222 1
16 257 1
16 262 1
16 281 1
16 285 1
16 288 1
16 292 1
16 303 1
16 308 1
16 314 1
16 330 1
16 334 1
16 351 1
16 355 1
16 358 1
16 385 1
16 401 1
16 447 1
16 510 1
16 514 1
16 535 1
16 537 1
16 556 1
16 569 1
16 586 1
16 606 1
16 607 1
16 686 1
16 693 1
16 714 1
16 736 1
17 31 1
17 62 1
17 88 1
17 92 1
17 94 1
17 110 1
17 152 1
17 165 1
17 208 1
17 219 1
17 255 1
17 306 1
17 443 1
17 592 1
18 20 1
18 34 1
18 40 1
18 46 1
18 58 1
18 71 1
18 93 1
18 95 1
18 102 1
18 115 1
18 127 1
18 157 1
18 159 1
18 205 1
18 237 1
18 238 1
18 282 1
18 296 1
18 332 1
18 403 1
18 426 1
18 447 1
18 518 1
18 625 1
18 661 1
18 705 1
18 726 1
18 751 1
19 27 1
19 103 1
19 109 1
19 318 1
19 555 1
19 581 1
19 716 1
20 49 1
20 169 1
20 177 1
20 184 1
20 218 1
20 231 1
20 236 1
20 375 1
20 392 1
20 411 1
20 436 1
20 464 1
20 473 1
20 486 1
20 512 1
20 537 1
20 553 1
20 601 1
20 603 1
20 624 1
20 689 1
21 26 1
21 48 1
21 49 1
21 56 1
21 67 1
21 108 1
21 132 1
21 134 1
21 201 1
21 215 1
21 256 1
21 303 1
21 313 1
21 323 1
21 393 1
21 404 1
21 493 1
21 540 1
21 593 1
21 657 1
22 30 1
22 31 1
22 136 1
22 142 1
22 198 1
22 242 1
22 347 1
22 436 1
22 616 1
22 690 1
23 38 1
23 47 1
23 63 1
23 65 1
23 104 1
23 178 1
23 187 1
23 255 1
23 322 1
23 342 1
23 343 1
23 384 1
23 395 1
23 440 1
23 501 1
23 547 1
23 572 1
23 612 1
23 639 1
23 690 1
23 727 1
24 25 1
24 32 1
24 36 1
24 57 1
24 90 1
24 91 1
24 140 1
24 141 1
24 161 1
24 177 1
24 262 1
24 302 1
24 315 1
24 326 1
24 370 1
24 441 1
24 445 1
24 487 1
24 490 1
24 599 1
24 617 1
24 619 1
24 643 1
24 736 1
24 742 1
24 753 1
25 26 1
25 28 1
25 51 1
25 61 1
25 67 1
25 71 1
25 83 1
25 84 1
25 89 1
25 107 1
25 113 1
25 126 1
25 138 1
25 139 1
25 145 1
25 146 1
25 160 1
25 172 1
25 184 1
25 192 1
25 205 1
25 208 1
25 283 1
25 321 1
25 338 1
25 345 1
25 352 1
25 357 1
25 480 1
25 497 1
25 519 1
25 581 1
25 583 1
25 630 1
25 640 1
25 733 1
25 740 1
25 753 1
25 759 1
25 763 1
26 30 1
26 33 1
26 37 1
26 53 1
26 91 1
26 127 1
26 299 1
27 28 1
27 38 1
27 40 1
27 42 1
27 159 1
27 191 1
27 230 1
27 250 1
27 259 1
27 438 1
27 479 1
27 485 1
27 487 1
27 493 1
27 514 1
27 521 1
27 530 1
27 558 1
27 676 1
27 680 1
28 79 1
28 185 1
28 776 1
29 51 1
29 62 1
29 66 1
29 78 1
29 138 1
29 161 1
29 176 1
29 186 1
29 190 1
29 193 1
29 214 1
29 229 1
29 235 1
29 246 1
29 277 1
29 317 1
29 336 1
29 366 1
29 381 1
29 387 1
29 462 1
29 498 1
29 525 1
29 641 1
29 763 1
30 40 1
30 60 1
30 62 1
30 66 1
30 82 1
30 86 1
30 95 1
30 139 1
30 168 1
30 190 1
30 261 1
30 280 1
30 329 1
30 331 1
30 348 1
30 429 1
30 476 1
30 484 1
30 542 1
30 682 1
30 747 1
31 32 1
31 35 1
31 39 1
31 51 1
31 52 1
31 53 1
31 72 1
31 74 1
31 94 1
31 103 1
31 104 1
31 119 1
31 124 1
31 151 1
31 187 1
31 197 1
31 204 1
31 205 1
31 221 1
31 268 1
31 270 1
31 271 1
31 320 1
31 328 1
31 330 1
31 361 1
31 428 1
31 433 1
31 442 1
31 454 1
31 463 1
31 499 1
31 510 1
31 514 1
31 533 1
31 570 1
31 673 1
31 722 1
31 734 1
31 778 1
32 35 1
32 37 1
32 44 1
32 50 1
32 58 1
32 59 1
32 179 1
32 185 1
32 241 1
32 251 1
32 255 1
32 319 1
32 359 1
32 364 1
32 399 1
32 412 1
32 475 1
32 558 1
32 661 1
32 704 1
32 791 1
33 80 1
33 231 1
33 270 1
33 371 1
33 532 1
33 649 1
33 736 1
34 48 1
34 58 1
34 194 1
34 199 1
34 216 1
34 290 1
34 364 1
34 384 1
34 430 1
34 435 1
34 531 1
34 585 1
34 710 1
34 715 1
35 43 1
35 46 1
35 102 1
35 108 1
35 114 1
35 137 1
35 154 1
35 224 1
35 229 1
35 248 1
35 274 1
35 278 1
35 291 1
35 335 1
35 355 1
35 382 1
35 384 1
35 529 1
35 562 1
35 731 1
36 67 1
36 71 1
36 81 1
36 116 1
36 143 1
36 158 1
36 173 1
36 175 1
36 188 1
36 201 1
36 211 1
36 241 1
36 266 1
36 267 1
36 274 1
36 278 1
36 289 1
36 327 1
36 417 1
36 440 1
36 456 1
36 488 1
36 504 1
36 517 1
36 548 1
36 594 1
36 615 1
36 647 1
36 698 1
36 709 1
36 781 1
37 88 1
37 171 1
37 172 1
37 190 1
37 195 1
37 217 1
37 224 1
37 258 1
37 264 1
37 468 1
37 548 1
37 666 1
37 670 1
37 696 1
37 708 1
37 798 1
38 39 1
38 44 1
38 47 1
38 73 1
38 80 1
38 81 1
38 87 1
38 101 1
38 115 1
38 125 1
38 127 1
38 142 1
38 172 1
38 174 1
38 185 1
38 213 1
38 218 1
38 223 1
38 247 1
38 286 1
38 307 1
38 318 1
38 349 1
38 370 1
38 389 1
38 390 1
38 391 1
38 409 1
38 425 1
38 436 1
38 448 1
38 458 1
38 472 1
38 484 1
38 583 1
38 590 1
38 592 1
38 597 1
38 652 1
38 699 1
38 768 1
39 43 1
39 56 1
39 169 1
39 211 1
39 226 1
39 323 1
39 491 1
39 589 1
39 593 1
40 82 1
40 90 1
40 153 1
40 160 1
40 330 1
40 361 1
40 445 1
40 488 1
40 539 1
40 796 1
41 49 1
41 56 1
41 60 1
41 64 1
41 65 1
41 81 1
41 107 1
41 137 1
41 160 1
41 203 1
41 236 1
41 246 1
41 247 1
41 271 1
41 314 1
41 345 1
41 381 1
41 412 1
41 414 1
41 431 1
41 458 1
41 480 1
41 520 1
41 527 1
41 532 1
41 591 1
41 621 1
41 626 1
41 693 1
41 727 1
41 741 1
41 765 1
41 766 1
41 776 1
42 98 1
42 103 1
42 105 1
42 123 1
42 131 1
42 132 1
42 247 1
42 338 1
42 339 1
42 344 1
42 397 1
42 415 1
42 559 1
42 622 1
42 660 1
42 752 1
42 779 1
43 68 1
43 112 1
43 146 1
43 181 1
43 219 1
43 252 1
43 403 1
43 463 1
43 526 1
43 762 1
44 112 1
44 139 1
44 144 1
44 156 1
44 183 1
44 265 1
44 292 1
44 301 1
44 309 1
44 388 1
44 395 1
44 413 1
44 416 1
44 458 1
44 479 1
44 497 1
44 549 1
44 579 1
44 752 1
44 768 1
45 48 1
45 54 1
45 60 1
45 188 1
45 232 1
45 465 1
45 565 1
45 622 1
46 155 1
46 406 1
46 417 1
46 515 1
46 571 1
46 669 1
46 671 1
46 698 1
47 52 1
47 59 1
47 64 1
47 68 1
47 70 1
47 89 1
47 97 1
47 107 1
47 200 1
