1100 4384 
1 2 1
1 3 1
1 4 1
1 5 1
1 6 1
1 7 1
1 8 1
1 10 1
1 14 1
1 15 1
1 19 1
1 25 1
1 28 1
1 29 1
1 35 1
1 36 1
1 40 1
1 47 1
1 58 1
1 67 1
1 83 1
1 87 1
1 91 1
1 97 1
1 109 1
1 120 1
1 134 1
1 158 1
1 177 1
1 237 1
1 244 1
1 253 1
1 269 1
1 279 1
1 306 1
1 347 1
1 353 1
1 457 1
1 463 1
1 484 1
1 506 1
1 546 1
1 551 1
1 602 1
1 622 1
1 628 1
1 633 1
1 772 1
1 792 1
1 793 1
1 802 1
1 813 1
1 837 1
1 875 1
1 897 1
1 943 1
1 962 1
1 1035 1
1 1076 1
2 6 1
2 7 1
2 12 1
2 14 1
2 31 1
2 93 1
2 130 1
2 152 1
2 170 1
2 180 1
2 202 1
2 213 1
2 219 1
2 351 1
2 490 1
2 509 1
2 521 1
2 654 1
2 657 1
2 746 1
2 767 1
2 884 1
2 892 1
2 912 1
2 984 1
2 1053 1
3 6 1
3 9 1
3 10 1
3 13 1
3 14 1
3 15 1
3 16 1
3 21 1
3 23 1
3 25 1
3 41 1
3 48 1
3 55 1
3 61 1
3 62 1
3 65 1
3 72 1
3 82 1
3 120 1
3 131 1
3 133 1
3 134 1
3 179 1
3 189 1
3 193 1
3 207 1
3 208 1
3 235 1
3 239 1
3 276 1
3 281 1
3 326 1
3 335 1
3 344 1
3 407 1
3 428 1
3 455 1
3 485 1
3 622 1
3 769 1
3 913 1
3 933 1
3 995 1
3 1000 1
3 1061 1
4 6 1
4 7 1
4 8 1
4 11 1
4 13 1
4 44 1
4 54 1
4 57 1
4 59 1
4 73 1
4 91 1
4 133 1
4 142 1
4 192 1
4 211 1
4 218 1
4 233 1
4 235 1
4 270 1
4 273 1
4 280 1
4 284 1
4 301 1
4 319 1
4 325 1
4 335 1
4 336 1
4 348 1
4 361 1
4 363 1
4 474 1
4 475 1
4 526 1
4 576 1
4 661 1
4 687 1
4 756 1
4 771 1
4 793 1
4 810 1
4 823 1
4 886 1
4 898 1
4 903 1
4 949 1
4 1079 1
5 66 1
5 312 1
5 422 1
5 456 1
6 7 1
6 8 1
6 9 1
6 10 1
6 11 1
6 12 1
6 17 1
6 20 1
6 22 1
6 23 1
6 24 1
6 26 1
6 32 1
6 33 1
6 40 1
6 41 1
6 50 1
6 60 1
6 63 1
6 67 1
6 85 1
6 91 1
6 92 1
6 93 1
6 106 1
6 111 1
6 126 1
6 135 1
6 157 1
6 160 1
6 169 1
6 183 1
6 198 1
6 203 1
6 206 1
6 227 1
6 239 1
6 244 1
6 265 1
6 290 1
6 295 1
6 306 1
6 318 1
6 323 1
6 359 1
6 418 1
6 438 1
6 447 1
6 448 1
6 458 1
6 554 1
6 576 1
6 594 1
6 595 1
6 603 1
6 606 1
6 649 1
6 662 1
6 673 1
6 683 1
6 697 1
6 718 1
6 745 1
6 791 1
6 819 1
6 887 1
6 910 1
6 954 1
6 1010 1
6 1011 1
6 1049 1
6 1062 1
6 1091 1
7 8 1
7 9 1
7 11 1
7 12 1
7 18 1
7 25 1
7 26 1
7 28 1
7 29 1
7 31 1
7 34 1
7 36 1
7 38 1
7 43 1
7 44 1
7 48 1
7 51 1
7 55 1
7 60 1
7 69 1
7 72 1
7 74 1
7 80 1
7 82 1
7 87 1
7 89 1
7 99 1
7 107 1
7 110 1
7 131 1
7 135 1
7 145 1
7 154 1
7 165 1
7 173 1
7 176 1
7 180 1
7 181 1
7 188 1
7 203 1
7 204 1
7 212 1
7 222 1
7 236 1
7 241 1
7 322 1
7 365 1
7 376 1
7 385 1
7 431 1
7 453 1
7 470 1
7 503 1
7 521 1
7 527 1
7 533 1
7 544 1
7 545 1
7 569 1
7 572 1
7 584 1
7 593 1
7 615 1
7 646 1
7 651 1
7 656 1
7 659 1
7 704 1
7 721 1
7 759 1
7 789 1
7 810 1
7 821 1
7 838 1
7 846 1
7 922 1
7 946 1
7 962 1
7 964 1
7 993 1
7 1036 1
7 1038 1
7 1046 1
8 9 1
8 10 1
8 11 1
8 13 1
8 21 1
8 43 1
8 44 1
8 50 1
8 62 1
8 75 1
8 89 1
8 90 1
8 108 1
8 113 1
8 123 1
8 127 1
8 128 1
8 130 1
8 136 1
8 139 1
8 142 1
8 144 1
8 146 1
8 164 1
8 176 1
8 184 1
8 185 1
8 187 1
8 192 1
8 200 1
8 201 1
8 204 1
8 205 1
8 206 1
8 208 1
8 214 1
8 230 1
8 248 1
8 256 1
8 293 1
8 304 1
8 309 1
8 322 1
8 331 1
8 347 1
8 353 1
8 358 1
8 366 1
8 372 1
8 391 1
8 406 1
8 408 1
8 409 1
8 410 1
8 427 1
8 450 1
8 455 1
8 458 1
8 473 1
8 478 1
8 528 1
8 532 1
8 534 1
8 537 1
8 561 1
8 573 1
8 610 1
8 639 1
8 688 1
8 704 1
8 710 1
8 724 1
8 738 1
8 744 1
8 746 1
8 769 1
8 785 1
8 794 1
8 840 1
8 844 1
8 878 1
8 917 1
8 942 1
8 1033 1
8 1054 1
8 1073 1
8 1082 1
9 14 1
9 18 1
9 21 1
9 23 1
9 30 1
9 31 1
9 32 1
9 33 1
9 34 1
9 39 1
9 42 1
9 46 1
9 53 1
9 57 1
9 61 1
9 63 1
9 72 1
9 79 1
9 81 1
9 84 1
9 86 1
9 100 1
9 101 1
9 106 1
9 118 1
9 119 1
9 124 1
9 127 1
9 139 1
9 152 1
9 153 1
9 168 1
9 169 1
9 186 1
9 204 1
9 211 1
9 218 1
9 223 1
9 229 1
9 249 1
9 258 1
9 276 1
9 283 1
9 319 1
9 329 1
9 346 1
9 364 1
9 367 1
9 369 1
9 389 1
9 390 1
9 394 1
9 400 1
9 410 1
9 424 1
9 429 1
9 447 1
9 465 1
9 468 1
9 498 1
9 504 1
9 512 1
9 543 1
9 548 1
9 561 1
9 588 1
9 607 1
9 681 1
9 781 1
9 805 1
9 826 1
9 835 1
9 840 1
9 894 1
9 912 1
9 953 1
9 1002 1
9 1020 1
9 1025 1
9 1049 1
9 1086 1
9 1099 1
10 17 1
10 18 1
10 20 1
10 22 1
10 26 1
10 38 1
10 65 1
10 68 1
10 82 1
10 90 1
10 99 1
10 100 1
10 103 1
10 115 1
10 118 1
10 124 1
10 129 1
10 137 1
10 141 1
10 195 1
10 210 1
10 225 1
10 241 1
10 246 1
10 257 1
10 266 1
10 271 1
10 276 1
10 289 1
10 332 1
10 333 1
10 379 1
10 391 1
10 440 1
10 444 1
10 451 1
10 490 1
10 501 1
10 541 1
10 551 1
10 554 1
10 567 1
10 601 1
10 603 1
10 632 1
10 652 1
10 659 1
10 709 1
10 763 1
10 778 1
10 838 1
10 869 1
10 870 1
10 896 1
10 898 1
10 911 1
10 925 1
10 934 1
10 945 1
10 948 1
10 1012 1
10 1056 1
10 1064 1
10 1082 1
10 1097 1
11 12 1
11 13 1
11 16 1
11 17 1
11 19 1
11 29 1
11 39 1
11 97 1
11 104 1
11 112 1
11 113 1
11 119 1
11 176 1
11 179 1
11 185 1
11 186 1
11 292 1
11 311 1
11 313 1
11 348 1
11 374 1
11 376 1
11 383 1
11 385 1
11 436 1
11 459 1
11 467 1
11 522 1
11 540 1
11 553 1
11 583 1
11 658 1
11 746 1
11 785 1
11 800 1
11 867 1
11 879 1
11 885 1
11 899 1
11 936 1
11 1046 1
12 15 1
12 16 1
12 17 1
12 24 1
12 27 1
12 35 1
12 51 1
12 58 1
12 74 1
12 75 1
12 86 1
12 90 1
12 96 1
12 103 1
12 122 1
12 125 1
12 137 1
12 143 1
12 148 1
12 170 1
12 199 1
12 219 1
12 222 1
12 239 1
12 240 1
12 252 1
12 266 1
12 295 1
12 321 1
12 326 1
12 332 1
12 339 1
12 358 1
12 368 1
12 375 1
12 379 1
12 382 1
12 392 1
12 412 1
12 435 1
12 451 1
12 486 1
12 496 1
12 503 1
12 508 1
12 524 1
12 565 1
12 585 1
12 634 1
12 648 1
12 651 1
12 672 1
12 721 1
12 724 1
12 776 1
12 796 1
12 835 1
12 875 1
12 934 1
12 939 1
12 963 1
12 1041 1
12 1070 1
12 1088 1
13 16 1
13 18 1
13 19 1
13 20 1
13 24 1
13 26 1
13 28 1
13 49 1
13 56 1
13 78 1
13 84 1
13 92 1
13 143 1
13 172 1
13 195 1
13 260 1
13 261 1
13 263 1
13 293 1
13 330 1
13 373 1
13 419 1
13 432 1
13 449 1
13 519 1
13 557 1
13 634 1
13 653 1
13 668 1
13 680 1
13 895 1
13 928 1
13 952 1
13 1009 1
14 15 1
14 19 1
14 23 1
14 30 1
14 31 1
14 46 1
14 73 1
14 76 1
14 86 1
14 105 1
14 130 1
14 141 1
14 148 1
14 166 1
14 182 1
14 243 1
14 258 1
14 270 1
14 299 1
14 315 1
14 317 1
14 379 1
14 394 1
14 430 1
14 436 1
14 472 1
14 535 1
14 555 1
14 619 1
14 634 1
14 647 1
14 696 1
14 726 1
14 731 1
14 774 1
14 780 1
14 817 1
14 837 1
14 847 1
14 848 1
14 852 1
14 859 1
14 1014 1
15 20 1
15 22 1
15 24 1
15 30 1
15 36 1
15 42 1
15 63 1
15 81 1
15 113 1
15 140 1
15 143 1
15 145 1
15 155 1
15 168 1
15 192 1
15 228 1
15 254 1
15 256 1
15 264 1
15 273 1
15 290 1
15 305 1
15 332 1
15 367 1
15 371 1
15 373 1
15 459 1
15 464 1
15 467 1
15 499 1
15 502 1
15 522 1
15 549 1
15 619 1
15 667 1
15 704 1
15 716 1
15 717 1
15 741 1
15 797 1
15 815 1
15 838 1
15 855 1
15 927 1
15 953 1
15 962 1
15 995 1
15 1100 1
16 27 1
16 42 1
16 47 1
16 72 1
16 87 1
16 123 1
16 126 1
16 128 1
16 136 1
16 172 1
16 183 1
16 198 1
16 199 1
16 211 1
16 215 1
16 224 1
16 240 1
16 316 1
16 396 1
16 412 1
16 414 1
16 420 1
16 465 1
16 494 1
16 545 1
16 660 1
16 664 1
16 688 1
16 767 1
16 829 1
16 857 1
16 864 1
16 866 1
16 875 1
16 883 1
16 916 1
16 921 1
16 1008 1
16 1029 1
16 1031 1
16 1040 1
17 21 1
17 29 1
17 35 1
17 38 1
17 52 1
17 54 1
17 58 1
17 65 1
17 71 1
17 84 1
17 102 1
17 104 1
17 120 1
17 122 1
17 123 1
17 132 1
17 153 1
17 175 1
17 201 1
17 231 1
17 232 1
17 271 1
17 277 1
17 298 1
17 301 1
17 403 1
17 466 1
17 480 1
17 504 1
17 520 1
17 554 1
17 572 1
17 674 1
17 707 1
17 786 1
17 801 1
17 829 1
18 33 1
18 46 1
18 76 1
18 77 1
18 84 1
18 160 1
18 162 1
18 195 1
18 302 1
18 734 1
18 903 1
19 22 1
19 25 1
19 27 1
19 33 1
19 37 1
19 45 1
19 46 1
19 47 1
19 51 1
19 52 1
19 53 1
19 65 1
19 70 1
19 85 1
19 93 1
19 144 1
19 160 1
19 166 1
19 201 1
19 212 1
19 271 1
19 283 1
19 355 1
19 366 1
19 395 1
19 487 1
19 568 1
19 607 1
19 618 1
19 626 1
19 678 1
19 702 1
19 734 1
19 776 1
19 778 1
19 791 1
19 795 1
19 819 1
19 832 1
19 838 1
19 892 1
19 988 1
19 1090 1
20 35 1
20 38 1
20 39 1
20 51 1
20 154 1
20 286 1
20 349 1
20 412 1
20 462 1
20 497 1
20 532 1
20 568 1
20 640 1
20 696 1
20 756 1
20 812 1
20 1004 1
20 1072 1
21 37 1
21 45 1
21 49 1
21 55 1
21 68 1
21 73 1
21 94 1
21 102 1
21 231 1
21 233 1
21 258 1
21 270 1
21 345 1
21 405 1
21 442 1
21 443 1
21 476 1
21 523 1
21 606 1
21 712 1
21 753 1
21 797 1
21 827 1
21 857 1
21 946 1
21 963 1
21 1005 1
21 1018 1
21 1057 1
22 47 1
22 68 1
22 86 1
22 161 1
22 188 1
22 214 1
22 219 1
22 224 1
22 235 1
22 257 1
22 292 1
22 306 1
22 315 1
22 328 1
22 354 1
22 430 1
22 434 1
22 437 1
22 439 1
22 461 1
22 493 1
22 524 1
22 568 1
22 584 1
22 692 1
22 767 1
22 848 1
22 860 1
22 873 1
22 874 1
22 957 1
22 961 1
22 1006 1
22 1012 1
22 1042 1
23 32 1
23 34 1
23 40 1
23 50 1
23 74 1
23 76 1
23 80 1
23 89 1
23 99 1
23 106 1
23 107 1
23 147 1
23 155 1
23 158 1
23 162 1
23 187 1
23 194 1
23 209 1
23 233 1
23 250 1
23 257 1
23 303 1
23 344 1
23 366 1
23 388 1
23 416 1
23 421 1
23 437 1
23 448 1
23 455 1
23 470 1
23 473 1
23 637 1
23 646 1
23 656 1
23 680 1
23 792 1
23 795 1
23 856 1
23 908 1
23 926 1
23 980 1
23 1088 1
24 28 1
24 111 1
24 148 1
24 149 1
24 162 1
24 214 1
24 223 1
24 244 1
24 295 1
24 468 1
24 510 1
24 604 1
24 774 1
24 800 1
25 27 1
25 37 1
25 43 1
25 77 1
25 85 1
25 107 1
25 140 1
25 193 1
25 205 1
25 246 1
25 266 1
25 409 1
25 529 1
25 667 1
25 776 1
25 862 1
25 884 1
25 919 1
25 982 1
25 989 1
25 1096 1
26 70 1
26 94 1
26 121 1
26 178 1
26 228 1
26 308 1
26 322 1
26 473 1
26 558 1
26 661 1
26 691 1
26 788 1
26 797 1
26 839 1
27 81 1
27 141 1
27 171 1
27 189 1
27 210 1
27 229 1
27 232 1
27 263 1
27 389 1
27 493 1
27 508 1
27 533 1
27 537 1
27 651 1
27 752 1
27 778 1
27 813 1
27 821 1
28 30 1
28 114 1
28 137 1
28 187 1
28 208 1
28 213 1
28 298 1
28 391 1
28 749 1
28 846 1
28 852 1
29 32 1
29 34 1
29 37 1
29 39 1
29 41 1
29 71 1
29 102 1
29 117 1
29 138 1
29 153 1
29 171 1
29 213 1
29 288 1
29 291 1
29 297 1
29 300 1
29 333 1
29 369 1
29 396 1
29 398 1
29 411 1
29 426 1
29 455 1
29 564 1
29 583 1
29 585 1
29 659 1
29 732 1
29 739 1
29 802 1
29 847 1
29 996 1
29 1019 1
29 1068 1
29 1085 1
30 36 1
30 42 1
30 45 1
30 53 1
30 59 1
30 71 1
30 74 1
30 108 1
30 130 1
30 144 1
30 168 1
30 192 1
30 210 1
30 213 1
30 268 1
30 273 1
30 305 1
30 372 1
30 383 1
30 384 1
30 467 1
30 558 1
30 621 1
30 634 1
30 647 1
30 694 1
30 840 1
30 843 1
30 941 1
30 1011 1
30 1017 1
30 1027 1
31 54 1
31 73 1
31 83 1
31 88 1
31 94 1
31 118 1
31 151 1
31 167 1
31 334 1
31 365 1
31 375 1
31 393 1
31 418 1
31 421 1
31 486 1
31 494 1
31 592 1
31 595 1
31 808 1
31 818 1
31 996 1
31 1030 1
31 1054 1
31 1067 1
32 52 1
32 57 1
32 58 1
32 62 1
32 76 1
32 90 1
32 216 1
32 243 1
32 303 1
32 325 1
32 350 1
32 450 1
32 452 1
32 493 1
32 519 1
32 554 1
32 566 1
32 625 1
32 666 1
32 673 1
32 682 1
32 719 1
32 788 1
32 798 1
32 811 1
32 910 1
32 918 1
32 937 1
32 1037 1
33 44 1
33 45 1
33 48 1
33 64 1
33 95 1
33 169 1
33 173 1
33 178 1
33 182 1
33 190 1
33 191 1
33 196 1
33 222 1
33 227 1
33 234 1
33 250 1
33 374 1
33 388 1
33 449 1
33 450 1
33 475 1
33 582 1
33 588 1
33 598 1
33 646 1
33 807 1
33 824 1
33 960 1
33 1041 1
34 54 1
34 67 1
34 79 1
34 98 1
34 115 1
34 117 1
34 157 1
34 159 1
34 167 1
34 186 1
34 250 1
34 275 1
34 303 1
34 304 1
34 404 1
34 431 1
34 451 1
34 492 1
34 514 1
34 518 1
34 523 1
34 547 1
34 552 1
34 696 1
34 770 1
34 828 1
34 853 1
34 909 1
34 921 1
34 1044 1
35 40 1
35 101 1
