100 754 
1 15 1
1 20 1
1 28 1
1 42 1
1 44 1
1 51 1
1 55 1
1 59 1
1 62 1
1 63 1
1 64 1
1 71 1
1 75 1
1 77 1
1 81 1
1 92 1
2 14 1
2 23 1
2 31 1
2 32 1
2 37 1
2 38 1
2 47 1
2 51 1
2 54 1
2 56 1
2 60 1
2 69 1
2 72 1
2 88 1
2 94 1
3 4 1
3 12 1
3 13 1
3 14 1
3 15 1
3 21 1
3 25 1
3 31 1
3 37 1
3 39 1
3 44 1
3 51 1
3 61 1
3 62 1
3 63 1
3 72 1
3 76 1
3 79 1
3 84 1
3 91 1
3 92 1
3 98 1
4 22 1
4 25 1
4 29 1
4 30 1
4 34 1
4 47 1
4 53 1
4 55 1
4 57 1
4 81 1
4 93 1
4 94 1
4 98 1
4 100 1
5 20 1
5 22 1
5 23 1
5 28 1
5 35 1
5 46 1
5 47 1
5 55 1
5 65 1
5 68 1
5 76 1
5 77 1
5 78 1
5 80 1
5 88 1
5 94 1
5 98 1
6 11 1
6 13 1
6 16 1
6 17 1
6 25 1
6 43 1
6 48 1
6 55 1
6 62 1
6 93 1
6 94 1
7 18 1
7 21 1
7 22 1
7 25 1
7 26 1
7 34 1
7 47 1
7 55 1
7 57 1
7 62 1
7 64 1
7 67 1
7 81 1
7 83 1
7 87 1
7 97 1
8 18 1
8 20 1
8 51 1
8 55 1
8 62 1
8 91 1
8 100 1
9 11 1
9 12 1
9 17 1
9 22 1
9 30 1
9 34 1
9 36 1
9 41 1
9 43 1
9 52 1
9 53 1
9 55 1
9 60 1
9 64 1
9 65 1
9 66 1
9 75 1
9 78 1
9 91 1
9 92 1
9 94 1
9 95 1
10 13 1
10 14 1
10 24 1
10 31 1
10 33 1
10 53 1
10 55 1
10 56 1
10 64 1
10 90 1
10 95 1
11 26 1
11 29 1
11 45 1
11 60 1
11 69 1
11 82 1
11 100 1
12 14 1
12 23 1
12 39 1
12 42 1
12 51 1
12 65 1
12 67 1
12 78 1
12 79 1
12 82 1
12 83 1
12 91 1
13 18 1
13 20 1
13 21 1
13 54 1
13 65 1
13 66 1
13 75 1
13 89 1
13 97 1
14 16 1
14 48 1
14 49 1
14 50 1
14 65 1
