800 3183 
1 5 1
1 6 1
1 8 1
1 12 1
1 13 1
1 15 1
1 19 1
1 29 1
1 32 1
1 39 1
1 45 1
1 67 1
1 68 1
1 78 1
1 90 1
1 97 1
1 106 1
1 112 1
1 120 1
1 133 1
1 138 1
1 145 1
1 164 1
1 174 1
1 180 1
1 187 1
1 233 1
1 244 1
1 271 1
1 276 1
1 279 1
1 302 1
1 311 1
1 314 1
1 331 1
1 344 1
1 372 1
1 381 1
1 397 1
1 398 1
1 429 1
1 516 1
1 564 1
1 604 1
1 655 1
1 690 1
1 710 1
1 745 1
1 793 1
2 5 1
2 6 1
2 7 1
2 8 1
2 14 1
2 17 1
2 21 1
2 29 1
2 35 1
2 36 1
2 40 1
2 53 1
2 64 1
2 82 1
2 90 1
2 96 1
2 101 1
2 112 1
2 116 1
2 122 1
2 144 1
2 165 1
2 172 1
2 177 1
2 179 1
2 196 1
2 231 1
2 256 1
2 259 1
2 266 1
2 273 1
2 296 1
2 306 1
2 309 1
2 323 1
2 334 1
2 358 1
2 363 1
2 388 1
2 408 1
2 466 1
2 476 1
2 511 1
2 523 1
2 576 1
2 587 1
2 598 1
2 671 1
2 683 1
2 717 1
2 740 1
2 772 1
3 5 1
3 7 1
3 8 1
3 45 1
3 74 1
3 80 1
3 99 1
3 135 1
3 165 1
3 185 1
3 186 1
3 233 1
3 242 1
3 334 1
3 702 1
4 5 1
4 6 1
4 7 1
4 9 1
4 10 1
4 11 1
4 12 1
4 13 1
4 16 1
4 22 1
4 27 1
4 28 1
4 41 1
4 44 1
4 45 1
4 47 1
4 49 1
4 51 1
4 54 1
4 55 1
4 65 1
4 66 1
4 75 1
4 84 1
4 88 1
4 94 1
4 101 1
4 108 1
4 116 1
4 119 1
4 121 1
4 153 1
4 158 1
4 161 1
4 171 1
4 186 1
4 188 1
4 193 1
4 197 1
4 201 1
4 237 1
4 244 1
4 260 1
4 276 1
4 284 1
4 296 1
4 324 1
4 329 1
4 340 1
4 374 1
4 401 1
4 428 1
4 454 1
4 463 1
4 501 1
4 503 1
4 521 1
4 541 1
4 556 1
4 574 1
4 589 1
4 671 1
4 677 1
4 719 1
4 754 1
4 762 1
4 765 1
4 773 1
4 787 1
4 797 1
5 6 1
5 9 1
5 10 1
5 11 1
5 16 1
5 18 1
5 19 1
5 20 1
5 25 1
5 39 1
5 42 1
5 46 1
5 49 1
5 53 1
5 57 1
5 63 1
5 76 1
5 78 1
5 92 1
5 93 1
5 95 1
5 103 1
5 107 1
5 112 1
5 114 1
5 117 1
5 131 1
5 160 1
5 169 1
5 204 1
5 205 1
5 226 1
5 246 1
5 279 1
5 293 1
5 367 1
5 418 1
5 444 1
5 485 1
5 502 1
5 506 1
5 516 1
5 539 1
5 559 1
5 565 1
5 574 1
5 596 1
5 597 1
5 603 1
5 604 1
5 620 1
5 621 1
5 632 1
5 661 1
5 673 1
5 676 1
