700 2784 
1 5 1
1 13 1
1 14 1
1 24 1
1 109 1
1 126 1
1 130 1
1 175 1
1 184 1
1 193 1
1 376 1
1 499 1
1 528 1
1 572 1
1 577 1
1 676 1
2 5 1
2 6 1
2 7 1
2 8 1
2 9 1
2 10 1
2 11 1
2 12 1
2 13 1
2 24 1
2 29 1
2 31 1
2 34 1
2 39 1
2 40 1
2 48 1
2 51 1
2 53 1
2 55 1
2 68 1
2 80 1
2 87 1
2 94 1
2 96 1
2 103 1
2 120 1
2 123 1
2 133 1
2 139 1
2 142 1
2 156 1
2 157 1
2 186 1
2 196 1
2 199 1
2 206 1
2 213 1
2 234 1
2 237 1
2 243 1
2 291 1
2 320 1
2 338 1
2 388 1
2 412 1
2 416 1
2 422 1
2 433 1
2 443 1
2 473 1
2 497 1
2 512 1
2 540 1
2 565 1
2 595 1
2 606 1
2 608 1
2 638 1
2 665 1
3 5 1
3 6 1
3 7 1
3 8 1
3 9 1
3 10 1
3 11 1
3 12 1
3 15 1
3 16 1
3 19 1
3 20 1
3 21 1
3 25 1
3 26 1
3 27 1
3 28 1
3 30 1
3 32 1
3 34 1
3 35 1
3 36 1
3 37 1
3 41 1
3 43 1
3 44 1
3 49 1
3 50 1
3 52 1
3 63 1
3 69 1
3 74 1
3 94 1
3 95 1
3 118 1
3 124 1
3 127 1
3 129 1
3 139 1
3 152 1
3 154 1
3 155 1
3 156 1
3 164 1
3 191 1
3 204 1
3 208 1
3 222 1
3 237 1
3 242 1
3 271 1
3 292 1
3 296 1
3 300 1
3 320 1
3 350 1
3 351 1
3 375 1
3 379 1
3 408 1
3 421 1
3 436 1
3 438 1
3 445 1
3 451 1
3 470 1
3 474 1
3 475 1
3 481 1
3 499 1
3 516 1
3 533 1
3 534 1
3 541 1
3 543 1
3 556 1
3 572 1
3 592 1
3 594 1
3 683 1
4 5 1
4 6 1
4 7 1
4 9 1
4 10 1
4 12 1
4 14 1
4 15 1
4 17 1
4 19 1
4 23 1
4 26 1
4 27 1
4 29 1
4 30 1
