400 1584 
1 2 1
1 3 1
1 4 1
1 5 1
1 6 1
1 7 1
1 9 1
1 10 1
1 12 1
1 13 1
1 14 1
1 15 1
1 19 1
1 20 1
1 21 1
1 26 1
1 32 1
1 33 1
1 41 1
1 42 1
1 45 1
1 46 1
1 49 1
1 51 1
1 52 1
1 54 1
1 55 1
1 64 1
1 65 1
1 68 1
1 76 1
1 84 1
1 90 1
1 101 1
1 118 1
1 125 1
1 131 1
1 154 1
1 156 1
1 163 1
1 164 1
1 165 1
1 167 1
1 179 1
1 182 1
1 187 1
1 188 1
1 195 1
1 207 1
1 208 1
1 212 1
1 217 1
1 221 1
1 242 1
1 250 1
1 258 1
1 264 1
1 276 1
1 286 1
1 299 1
1 326 1
1 327 1
1 333 1
1 351 1
1 360 1
1 389 1
1 394 1
2 6 1
2 7 1
2 8 1
2 12 1
2 15 1
2 22 1
2 25 1
2 30 1
2 41 1
2 48 1
2 59 1
2 74 1
2 84 1
2 109 1
2 113 1
2 138 1
2 143 1
2 145 1
2 153 1
2 189 1
2 259 1
2 262 1
2 317 1
2 326 1
2 346 1
2 351 1
2 358 1
2 382 1
3 6 1
3 7 1
3 8 1
3 13 1
3 17 1
3 45 1
3 46 1
3 59 1
3 65 1
3 67 1
3 75 1
3 82 1
3 115 1
3 147 1
3 174 1
3 193 1
3 236 1
3 241 1
3 287 1
3 303 1
3 326 1
3 344 1
3 350 1
3 368 1
4 10 1
4 23 1
4 104 1
4 212 1
4 279 1
4 283 1
4 291 1
4 388 1
5 6 1
5 7 1
5 8 1
5 9 1
5 16 1
5 17 1
5 37 1
5 41 1
5 94 1
5 159 1
5 199 1
5 217 1
5 224 1
5 295 1
5 319 1
6 8 1
6 10 1
6 11 1
6 25 1
6 28 1
6 29 1
6 58 1
6 67 1
6 105 1
6 111 1
6 126 1
6 162 1
6 180 1
6 229 1
6 239 1
6 253 1
6 267 1
6 269 1
6 287 1
6 302 1
6 364 1
6 367 1
7 9 1
7 12 1
7 13 1
7 14 1
7 30 1
7 31 1
7 44 1
7 49 1
7 57 1
7 60 1
7 72 1
7 73 1
7 77 1
7 85 1
7 86 1
7 95 1
7 108 1
7 115 1
7 121 1
7 122 1
7 140 1
7 147 1
7 148 1
7 162 1
7 170 1
7 171 1
7 175 1
7 178 1
7 186 1
7 192 1
7 230 1
7 268 1
7 307 1
7 316 1
7 323 1
7 329 1
7 339 1
7 342 1
7 353 1
7 376 1
7 392 1
7 400 1
8 9 1
8 10 1
8 11 1
8 18 1
8 19 1
8 22 1
8 24 1
8 37 1
8 38 1
8 43 1
8 58 1
8 61 1
8 69 1
8 78 1
8 85 1
8 98 1
8 107 1
8 123 1
8 132 1
8 133 1
8 144 1
8 177 1
8 187 1
8 201 1
8 224 1
8 248 1
8 255 1
8 274 1
8 304 1
8 345 1
8 362 1
8 363 1
8 375 1
8 400 1
9 11 1
9 12 1
9 16 1
9 19 1
9 23 1
9 30 1
9 35 1
9 36 1
9 38 1
9 40 1
9 44 1
9 47 1
9 50 1
9 52 1
9 56 1
9 57 1
9 61 1
9 66 1
9 91 1
9 109 1
9 124 1
9 125 1
9 135 1
9 141 1
9 148 1
9 152 1
9 154 1
9 177 1
9 194 1
9 211 1
9 217 1
9 220 1
9 225 1
9 256 1
9 257 1
9 270 1
9 282 1
9 297 1
9 298 1
9 317 1
9 322 1
9 374 1
10 11 1
10 14 1
10 16 1
10 17 1
10 18 1
10 21 1
10 23 1
10 31 1
10 40 1
10 54 1
10 62 1
10 77 1
10 79 1
10 82 1
10 99 1
10 106 1
10 124 1
10 153 1
10 155 1
10 157 1
10 187 1
10 223 1
10 233 1
10 242 1
10 291 1
10 325 1
10 327 1
10 337 1
10 340 1
10 345 1
10 357 1
10 392 1
11 14 1
11 18 1
11 20 1
11 23 1
11 24 1
11 29 1
11 31 1
11 33 1
11 35 1
11 62 1
11 64 1
11 66 1
11 81 1
11 83 1
11 88 1
11 92 1
11 94 1
11 99 1
11 100 1
11 106 1
11 138 1
11 155 1
11 194 1
11 203 1
11 214 1
11 234 1
11 235 1
11 245 1
11 261 1
11 262 1
11 296 1
11 300 1
11 341 1
11 360 1
11 385 1
12 13 1
12 15 1
12 17 1
12 34 1
12 51 1
12 55 1
12 61 1
12 69 1
12 72 1
12 82 1
12 90 1
12 104 1
12 119 1
12 126 1
12 146 1
12 157 1
12 172 1
12 177 1
12 183 1
12 185 1
12 330 1
12 344 1
12 371 1
12 372 1
12 393 1
13 25 1
13 31 1
13 35 1
13 36 1
13 58 1
13 83 1
13 111 1
13 151 1
13 197 1
13 200 1
13 216 1
13 218 1
13 243 1
13 334 1
13 343 1
13 389 1
14 15 1
14 16 1
14 18 1
14 19 1
14 24 1
14 25 1
14 26 1
14 28 1
14 30 1
14 33 1
14 34 1
14 40 1
14 43 1
14 56 1
14 78 1
14 87 1
14 93 1
14 95 1
14 137 1
14 138 1
14 148 1
14 171 1
14 173 1
14 174 1
14 182 1
14 189 1
14 190 1
14 199 1
14 216 1
14 238 1
14 251 1
14 254 1
14 262 1
14 264 1
14 266 1
14 270 1
14 271 1
14 282 1
14 283 1
14 290 1
14 297 1
14 302 1
14 338 1
14 347 1
14 348 1
14 380 1
14 387 1
14 395 1
15 34 1
15 51 1
15 54 1
15 62 1
15 74 1
15 85 1
15 102 1
15 129 1
15 132 1
15 170 1
15 176 1
15 240 1
15 325 1
15 394 1
16 20 1
16 21 1
16 24 1
16 36 1
16 38 1
16 45 1
16 53 1
16 55 1
16 127 1
16 133 1
16 178 1
16 196 1
16 228 1
16 334 1
16 348 1
17 79 1
17 123 1
17 140 1
17 156 1
17 160 1
17 227 1
17 251 1
17 313 1
17 387 1
18 20 1
18 22 1
18 27 1
18 29 1
18 39 1
18 56 1
18 63 1
18 65 1
18 67 1
18 68 1
18 69 1
18 77 1
18 93 1
18 100 1
18 101 1
18 113 1
18 121 1
18 129 1
18 144 1
18 166 1
18 183 1
18 195 1
18 198 1
18 207 1
18 226 1
18 272 1
18 332 1
18 336 1
18 337 1
18 346 1
18 364 1
18 397 1
19 21 1
19 22 1
19 27 1
19 33 1
19 37 1
19 57 1
19 71 1
19 72 1
19 75 1
19 84 1
19 102 1
19 118 1
19 127 1
19 134 1
19 158 1
19 163 1
19 200 1
19 230 1
19 233 1
19 270 1
19 343 1
19 357 1
19 378 1
19 395 1
20 27 1
20 32 1
20 34 1
20 40 1
20 63 1
20 68 1
20 96 1
20 101 1
20 116 1
20 117 1
20 124 1
20 139 1
20 156 1
20 175 1
20 214 1
20 215 1
20 260 1
20 328 1
20 339 1
20 377 1
20 383 1
21 26 1
21 28 1
21 72 1
21 131 1
21 132 1
21 137 1
21 230 1
21 344 1
22 26 1
22 29 1
22 60 1
22 75 1
22 81 1
22 83 1
22 181 1
22 205 1
22 234 1
22 304 1
22 319 1
22 358 1
23 27 1
23 32 1
23 43 1
23 44 1
23 60 1
23 87 1
23 91 1
23 98 1
23 127 1
23 136 1
23 141 1
23 171 1
23 181 1
23 210 1
23 213 1
23 268 1
23 287 1
23 289 1
23 296 1
23 337 1
23 376 1
23 391 1
24 41 1
24 79 1
24 88 1
24 169 1
24 224 1
24 313 1
24 386 1
24 392 1
25 28 1
25 39 1
25 44 1
25 47 1
25 49 1
25 55 1
25 63 1
25 65 1
25 73 1
25 88 1
25 99 1
25 114 1
25 116 1
25 149 1
25 168 1
25 173 1
25 206 1
25 232 1
25 256 1
25 278 1
25 328 1
25 350 1
25 377 1
26 35 1
26 50 1
26 59 1
26 136 1
26 160 1
26 165 1
26 208 1
26 249 1
26 288 1
26 340 1
26 342 1
27 37 1
27 49 1
27 244 1
27 288 1
27 307 1
28 50 1
28 56 1
28 57 1
28 84 1
28 161 1
28 176 1
28 191 1
28 270 1
28 376 1
29 48 1
29 53 1
29 62 1
29 63 1
29 70 1
29 71 1
29 104 1
29 107 1
29 222 1
29 247 1
30 32 1
30 39 1
30 42 1
30 45 1
30 47 1
30 48 1
30 64 1
30 70 1
30 74 1
30 81 1
30 89 1
30 123 1
30 129 1
30 151 1
30 159 1
30 163 1
30 178 1
30 195 1
30 199 1
30 245 1
30 255 1
30 267 1
30 282 1
30 292 1
30 306 1
30 310 1
30 312 1
30 343 1
30 363 1
30 369 1
30 390 1
30 391 1
30 394 1
31 36 1
31 73 1
31 95 1
31 122 1
31 139 1
31 145 1
31 150 1
31 160 1
31 193 1
31 201 1
31 251 1
31 355 1
32 52 1
32 59 1
32 135 1
32 136 1
32 198 1
33 104 1
33 109 1
33 146 1
33 190 1
33 269 1
33 395 1
34 38 1
34 42 1
34 78 1
34 89 1
34 103 1
34 111 1
34 135 1
34 164 1
34 193 1
34 202 1
34 221 1
34 287 1
34 288 1
34 321 1
34 399 1
35 66 1
35 112 1
35 134 1
35 169 1
35 172 1
35 188 1
35 216 1
35 237 1
36 42 1
36 58 1
36 64 1
36 74 1
36 77 1
36 240 1
36 276 1
36 300 1
36 363 1
36 390 1
37 70 1
37 111 1
37 370 1
37 395 1
38 39 1
38 46 1
38 53 1
38 69 1
38 80 1
38 86 1
38 96 1
38 114 1
38 118 1
38 120 1
38 145 1
38 161 1
38 203 1
38 259 1
38 293 1
38 346 1
38 350 1
39 50 1
39 120 1
39 149 1
39 191 1
39 267 1
39 293 1
39 391 1
40 165 1
40 215 1
40 317 1
40 388 1
41 43 1
41 51 1
41 110 1
41 116 1
41 128 1
41 146 1
41 217 1
41 299 1
41 308 1
42 47 1
42 48 1
42 158 1
42 225 1
43 52 1
43 53 1
43 67 1
43 93 1
43 97 1
43 148 1
43 151 1
43 183 1
43 222 1
43 290 1
43 301 1
43 307 1
43 329 1
43 347 1
43 364 1
43 387 1
44 46 1
44 76 1
44 82 1
44 92 1
44 95 1
44 109 1
44 113 1
44 116 1
44 122 1
44 206 1
44 209 1
44 213 1
44 215 1
44 219 1
44 238 1
44 263 1
45 89 1
45 273 1
45 359 1
45 369 1
45 390 1
46 75 1
46 134 1
47 107 1
47 185 1
47 202 1
47 207 1
47 235 1
47 275 1
47 279 1
47 332 1
48 132 1
48 139 1
48 173 1
48 188 1
48 196 1
48 258 1
48 340 1
48 356 1
48 357 1
48 374 1
49 310 1
50 61 1
50 173 1
50 189 1
50 219 1
50 223 1
50 236 1
50 277 1
51 66 1
51 71 1
51 83 1
51 103 1
51 142 1
51 144 1
51 185 1
51 215 1
51 219 1
51 224 1
51 259 1
51 280 1
51 353 1
51 377 1
52 79 1
52 108 1
52 156 1
52 298 1
52 358 1
52 384 1
53 54 1
53 91 1
53 122 1
53 216 1
53 219 1
53 368 1
53 373 1
54 60 1
54 117 1
54 129 1
54 253 1
54 291 1
54 293 1
54 352 1
55 126 1
55 164 1
55 306 1
55 309 1
56 71 1
56 128 1
56 131 1
56 140 1
56 144 1
56 283 1
57 70 1
57 92 1
57 100 1
57 296 1
57 355 1
58 85 1
58 130 1
58 172 1
58 204 1
58 256 1
58 257 1
58 354 1
59 94 1
59 201 1
59 244 1
60 73 1
60 86 1
60 133 1
60 149 1
60 154 1
60 165 1
60 166 1
60 212 1
60 221 1
60 257 1
60 305 1
60 316 1
61 78 1
61 158 1
61 168 1
61 189 1
61 393 1
61 396 1
62 97 1
62 152 1
62 181 1
62 184 1
62 301 1
62 325 1
62 335 1
64 80 1
64 251 1
64 272 1
65 130 1
65 201 1
66 89 1
66 97 1
66 98 1
66 140 1
66 142 1
66 152 1
66 213 1
66 318 1
66 322 1
66 335 1
66 361 1
66 370 1
66 371 1
67 68 1
67 94 1
67 209 1
68 114 1
68 256 1
69 80 1
69 87 1
69 88 1
69 105 1
69 121 1
69 141 1
69 143 1
69 166 1
69 184 1
69 247 1
69 311 1
70 98 1
70 133 1
70 157 1
70 203 1
70 259 1
71 76 1
71 96 1
71 106 1
71 127 1
71 181 1
71 194 1
71 202 1
71 209 1
71 229 1
71 231 1
71 237 1
71 247 1
71 280 1
71 281 1
71 308 1
71 318 1
71 360 1
72 234 1
72 253 1
72 294 1
72 318 1
72 352 1
73 87 1
73 103 1
73 105 1
73 162 1
73 200 1
73 227 1
73 323 1
74 76 1
74 106 1
74 108 1
74 120 1
74 182 1
74 186 1
74 211 1
74 398 1
75 248 1
75 262 1
75 320 1
75 336 1
76 80 1
76 128 1
76 150 1
76 373 1
78 90 1
78 96 1
78 112 1
78 124 1
78 292 1
78 324 1
78 342 1
78 345 1
78 360 1
78 379 1
78 382 1
79 99 1
79 119 1
79 139 1
79 179 1
80 81 1
80 112 1
81 138 1
81 192 1
82 90 1
82 108 1
82 110 1
82 114 1
82 118 1
82 221 1
82 223 1
82 225 1
82 286 1
83 86 1
83 183 1
83 190 1
83 238 1
83 295 1
84 91 1
84 340 1
85 180 1
85 324 1
85 329 1
85 338 1
86 366 1
87 143 1
87 248 1
87 266 1
87 283 1
87 307 1
88 102 1
88 119 1
88 126 1
88 157 1
88 236 1
88 248 1
88 330 1
89 93 1
89 110 1
89 161 1
89 166 1
89 178 1
89 261 1
90 160 1
90 167 1
90 187 1
90 214 1
90 231 1
90 232 1
90 249 1
90 279 1
90 297 1
90 330 1
90 348 1
90 367 1
91 92 1
91 100 1
91 134 1
91 150 1
91 230 1
91 288 1
91 291 1
92 249 1
92 261 1
92 298 1
92 388 1
93 123 1
93 190 1
93 301 1
94 97 1
95 107 1
95 115 1
95 119 1
95 211 1
95 246 1
95 281 1
95 285 1
95 315 1
95 328 1
95 339 1
96 102 1
96 105 1
96 130 1
96 204 1
96 218 1
96 227 1
96 244 1
96 313 1
96 371 1
97 141 1
97 168 1
97 268 1
97 295 1
97 301 1
98 103 1
98 117 1
98 169 1
98 197 1
98 209 1
98 247 1
98 285 1
98 289 1
98 341 1
98 344 1
98 370 1
99 101 1
99 117 1
99 131 1
99 264 1
99 353 1
99 382 1
100 149 1
100 213 1
100 236 1
100 241 1
100 252 1
100 275 1
100 286 1
100 400 1
101 135 1
101 142 1
101 184 1
101 223 1
102 125 1
102 128 1
102 290 1
102 384 1
103 110 1
103 120 1
103 146 1
103 246 1
103 260 1
103 372 1
103 398 1
104 112 1
105 113 1
105 137 1
105 274 1
105 315 1
106 115 1
106 185 1
106 186 1
106 197 1
107 208 1
109 400 1
110 167 1
110 385 1
111 195 1
111 381 1
112 184 1
112 289 1
113 170 1
113 329 1
113 331 1
115 380 1
116 130 1
116 136 1
116 145 1
116 171 1
116 180 1
116 250 1
116 310 1
117 121 1
117 228 1
117 246 1
117 265 1
117 348 1
117 396 1
118 154 1
118 212 1
118 328 1
118 334 1
119 164 1
119 191 1
119 300 1
119 366 1
119 391 1
120 155 1
120 204 1
120 210 1
120 312 1
120 316 1
121 125 1
121 152 1
121 332 1
121 349 1
121 397 1
122 272 1
122 338 1
123 150 1
123 153 1
123 252 1
123 258 1
123 300 1
123 330 1
123 335 1
123 355 1
124 155 1
124 197 1
124 274 1
124 280 1
124 324 1
124 373 1
125 137 1
125 142 1
125 210 1
125 220 1
125 266 1
125 308 1
127 170 1
127 193 1
127 202 1
127 205 1
127 206 1
127 252 1
128 192 1
128 366 1
128 379 1
129 143 1
129 177 1
129 210 1
129 260 1
129 278 1
129 289 1
129 347 1
129 349 1
131 147 1
131 153 1
131 365 1
132 294 1
133 176 1
133 321 1
134 162 1
134 174 1
134 214 1
135 174 1
135 196 1
136 159 1
136 179 1
137 200 1
137 309 1
138 222 1
138 319 1
138 386 1
139 159 1
139 207 1
140 191 1
140 238 1
140 294 1
140 354 1
141 180 1
141 186 1
141 239 1
141 250 1
141 265 1
142 158 1
142 218 1
143 147 1
143 194 1
143 327 1
143 386 1
144 151 1
144 254 1
144 271 1
145 205 1
145 347 1
145 352 1
147 229 1
147 241 1
148 175 1
148 228 1
148 235 1
148 310 1
148 345 1
149 294 1
149 380 1
150 218 1
150 232 1
150 244 1
150 272 1
150 292 1
150 356 1
151 161 1
151 169 1
