3000 11984 
1 2 1
1 3 1
1 4 1
1 5 1
1 6 1
1 7 1
1 8 1
1 9 1
1 12 1
1 14 1
1 16 1
1 17 1
1 18 1
1 20 1
1 21 1
1 23 1
1 24 1
1 26 1
1 34 1
1 40 1
1 42 1
1 49 1
1 53 1
1 57 1
1 59 1
1 60 1
1 67 1
1 73 1
1 79 1
1 82 1
1 83 1
1 91 1
1 103 1
1 105 1
1 122 1
1 125 1
1 144 1
1 155 1
1 157 1
1 164 1
1 174 1
1 175 1
1 181 1
1 187 1
1 194 1
1 204 1
1 237 1
1 262 1
1 280 1
1 289 1
1 291 1
1 301 1
1 325 1
1 353 1
1 360 1
1 365 1
1 483 1
1 500 1
1 509 1
1 586 1
1 599 1
1 605 1
1 607 1
1 662 1
1 713 1
1 733 1
1 734 1
1 736 1
1 737 1
1 749 1
1 774 1
1 780 1
1 795 1
1 800 1
1 806 1
1 817 1
1 819 1
1 859 1
1 868 1
1 882 1
1 890 1
1 928 1
1 930 1
1 936 1
1 950 1
1 971 1
1 1044 1
1 1045 1
1 1052 1
1 1054 1
1 1081 1
1 1111 1
1 1122 1
1 1125 1
1 1162 1
1 1176 1
1 1249 1
1 1279 1
1 1290 1
1 1303 1
1 1311 1
1 1378 1
1 1382 1
1 1391 1
1 1406 1
1 1408 1
1 1476 1
1 1481 1
1 1512 1
1 1532 1
1 1580 1
1 1694 1
1 1711 1
1 1768 1
1 1849 1
1 1939 1
1 1951 1
1 1977 1
1 1984 1
1 1990 1
1 2027 1
1 2035 1
1 2046 1
1 2068 1
1 2085 1
1 2100 1
1 2109 1
1 2190 1
1 2192 1
1 2215 1
1 2222 1
1 2301 1
1 2315 1
1 2475 1
1 2497 1
1 2503 1
1 2574 1
1 2587 1
1 2649 1
1 2676 1
1 2686 1
1 2714 1
1 2745 1
1 2759 1
1 2797 1
1 2831 1
1 2839 1
1 2877 1
1 2911 1
2 6 1
2 7 1
2 10 1
2 11 1
2 13 1
2 22 1
2 37 1
2 66 1
2 71 1
2 75 1
2 77 1
2 96 1
2 129 1
2 133 1
2 135 1
2 137 1
2 153 1
2 156 1
2 186 1
2 202 1
2 208 1
2 215 1
2 222 1
2 242 1
2 245 1
2 289 1
2 298 1
2 327 1
2 347 1
2 373 1
2 389 1
2 423 1
2 438 1
2 442 1
2 447 1
2 458 1
2 470 1
2 507 1
2 511 1
2 520 1
2 542 1
2 569 1
2 594 1
2 624 1
2 636 1
2 670 1
2 678 1
2 682 1
2 707 1
2 735 1
2 742 1
2 779 1
2 788 1
2 842 1
2 853 1
2 874 1
2 875 1
2 928 1
2 935 1
2 1016 1
2 1032 1
2 1053 1
2 1069 1
2 1100 1
2 1108 1
2 1152 1
2 1153 1
2 1210 1
2 1405 1
2 1409 1
2 1460 1
2 1573 1
2 1606 1
2 1630 1
2 1714 1
2 1747 1
2 1766 1
2 1872 1
2 1890 1
2 1938 1
2 2094 1
2 2096 1
2 2219 1
2 2225 1
2 2242 1
2 2271 1
2 2300 1
2 2372 1
2 2377 1
2 2446 1
2 2481 1
2 2554 1
2 2566 1
2 2570 1
2 2580 1
2 2592 1
2 2791 1
2 2800 1
2 2849 1
2 2853 1
2 2876 1
2 2901 1
2 2955 1
3 6 1
3 7 1
3 8 1
3 9 1
3 11 1
3 15 1
3 16 1
3 19 1
3 21 1
3 24 1
3 42 1
3 45 1
3 77 1
3 86 1
3 95 1
3 104 1
3 125 1
3 127 1
3 137 1
3 163 1
3 165 1
3 180 1
3 190 1
3 203 1
3 213 1
3 225 1
3 251 1
3 264 1
3 267 1
3 270 1
3 300 1
3 328 1
3 375 1
3 385 1
3 387 1
3 415 1
3 427 1
3 467 1
3 546 1
3 564 1
3 577 1
3 599 1
3 620 1
3 659 1
3 775 1
3 803 1
3 854 1
3 898 1
3 904 1
3 923 1
3 931 1
3 967 1
3 978 1
3 1034 1
3 1074 1
3 1078 1
3 1079 1
3 1119 1
3 1145 1
3 1157 1
3 1203 1
3 1235 1
3 1252 1
3 1480 1
3 1482 1
3 1531 1
3 1571 1
3 1626 1
3 1627 1
3 1656 1
3 1659 1
3 1725 1
3 1735 1
3 1765 1
3 1798 1
3 1820 1
3 1834 1
3 1902 1
3 1935 1
3 1949 1
3 1977 1
3 2019 1
3 2040 1
3 2042 1
3 2043 1
3 2048 1
3 2075 1
3 2102 1
3 2134 1
3 2185 1
3 2197 1
3 2211 1
3 2215 1
3 2238 1
3 2241 1
3 2250 1
3 2259 1
3 2269 1
3 2284 1
3 2292 1
3 2296 1
3 2297 1
3 2301 1
3 2307 1
3 2315 1
3 2393 1
3 2397 1
3 2424 1
3 2441 1
3 2557 1
3 2629 1
3 2630 1
3 2647 1
3 2952 1
4 6 1
4 8 1
4 14 1
4 17 1
4 19 1
4 32 1
4 35 1
4 68 1
4 81 1
4 110 1
4 111 1
4 127 1
4 134 1
4 139 1
4 140 1
4 152 1
4 161 1
4 165 1
4 174 1
4 180 1
4 183 1
4 193 1
4 241 1
4 246 1
4 263 1
4 267 1
4 270 1
4 271 1
4 278 1
4 304 1
4 346 1
4 369 1
4 394 1
4 400 1
4 506 1
4 530 1
4 566 1
4 627 1
4 664 1
4 720 1
4 751 1
4 797 1
4 833 1
4 847 1
4 878 1
4 886 1
4 895 1
4 935 1
4 970 1
4 1040 1
4 1047 1
4 1064 1
4 1102 1
4 1176 1
4 1209 1
4 1288 1
4 1299 1
4 1340 1
4 1403 1
4 1412 1
4 1492 1
4 1584 1
4 1632 1
4 1633 1
4 1653 1
4 1748 1
4 1751 1
4 1818 1
4 1834 1
4 1866 1
4 1909 1
4 1928 1
4 1930 1
4 2015 1
4 2071 1
4 2158 1
4 2278 1
4 2405 1
4 2600 1
4 2680 1
4 2757 1
4 2958 1
5 157 1
5 521 1
5 1073 1
5 2360 1
5 2687 1
6 7 1
6 8 1
6 9 1
6 10 1
6 12 1
6 13 1
6 16 1
6 27 1
6 28 1
6 29 1
6 30 1
6 31 1
6 32 1
6 33 1
6 35 1
6 36 1
6 37 1
6 38 1
6 40 1
6 41 1
6 46 1
6 48 1
6 50 1
6 51 1
6 52 1
6 53 1
6 54 1
6 58 1
6 60 1
6 61 1
6 62 1
6 63 1
6 64 1
6 65 1
6 66 1
6 69 1
6 75 1
6 78 1
6 87 1
6 88 1
6 91 1
6 99 1
6 106 1
6 109 1
6 111 1
6 116 1
6 126 1
6 127 1
6 129 1
6 131 1
6 132 1
6 134 1
6 135 1
6 138 1
6 139 1
6 148 1
6 158 1
6 162 1
6 171 1
6 174 1
6 175 1
6 176 1
6 177 1
6 188 1
6 193 1
6 194 1
6 197 1
6 201 1
6 208 1
6 210 1
6 223 1
6 226 1
6 232 1
6 237 1
6 242 1
6 250 1
6 254 1
6 266 1
6 270 1
6 275 1
6 278 1
6 285 1
6 287 1
6 289 1
6 295 1
6 296 1
6 302 1
6 311 1
6 315 1
6 317 1
6 319 1
6 321 1
6 337 1
6 341 1
6 345 1
6 347 1
6 352 1
6 353 1
6 359 1
6 361 1
6 363 1
6 369 1
6 386 1
6 412 1
6 420 1
6 422 1
6 430 1
6 439 1
6 444 1
6 449 1
6 452 1
6 453 1
6 472 1
6 479 1
6 483 1
6 486 1
6 490 1
6 495 1
6 498 1
6 523 1
6 529 1
6 546 1
6 552 1
6 554 1
6 558 1
6 570 1
6 575 1
6 586 1
6 611 1
6 641 1
6 653 1
6 662 1
6 684 1
6 690 1
6 701 1
6 727 1
6 741 1
6 742 1
6 772 1
6 781 1
6 792 1
6 860 1
6 873 1
6 876 1
6 884 1
6 924 1
6 945 1
6 984 1
6 998 1
6 1049 1
6 1052 1
6 1074 1
6 1083 1
6 1093 1
6 1096 1
6 1108 1
6 1110 1
6 1116 1
6 1150 1
6 1183 1
6 1228 1
6 1235 1
6 1250 1
6 1252 1
6 1253 1
6 1267 1
6 1284 1
6 1302 1
6 1340 1
6 1387 1
6 1425 1
6 1492 1
6 1515 1
6 1527 1
6 1537 1
6 1541 1
6 1560 1
6 1564 1
6 1599 1
6 1606 1
6 1615 1
6 1616 1
6 1627 1
6 1683 1
6 1712 1
6 1715 1
6 1742 1
6 1763 1
6 1779 1
6 1810 1
6 1816 1
6 1844 1
6 1854 1
6 1889 1
6 1899 1
6 1907 1
6 1967 1
6 1987 1
6 2010 1
6 2020 1
6 2084 1
6 2108 1
6 2122 1
6 2139 1
6 2142 1
6 2166 1
6 2170 1
6 2183 1
6 2239 1
6 2247 1
6 2310 1
6 2321 1
6 2370 1
6 2382 1
6 2409 1
6 2434 1
6 2438 1
6 2457 1
6 2477 1
6 2485 1
6 2520 1
6 2528 1
6 2532 1
6 2571 1
6 2582 1
6 2624 1
6 2627 1
6 2695 1
6 2711 1
6 2729 1
6 2739 1
6 2788 1
6 2820 1
6 2842 1
6 2844 1
6 2922 1
6 2962 1
6 2971 1
6 2984 1
6 2993 1
7 9 1
7 10 1
7 11 1
7 12 1
7 18 1
7 23 1
7 29 1
7 31 1
7 34 1
7 37 1
7 39 1
7 44 1
7 47 1
7 55 1
7 70 1
7 75 1
7 76 1
7 80 1
7 88 1
7 92 1
7 97 1
7 98 1
7 100 1
7 104 1
7 110 1
7 116 1
7 118 1
7 121 1
7 128 1
7 146 1
7 152 1
7 164 1
7 171 1
7 186 1
7 212 1
7 217 1
7 238 1
7 265 1
7 281 1
7 288 1
7 311 1
7 372 1
7 374 1
7 397 1
7 432 1
7 458 1
7 465 1
7 470 1
7 474 1
7 479 1
7 522 1
7 532 1
7 558 1
7 570 1
7 602 1
7 605 1
7 630 1
7 674 1
7 713 1
7 753 1
7 766 1
7 801 1
7 819 1
7 849 1
7 863 1
7 910 1
7 1015 1
7 1055 1
7 1101 1
7 1117 1
7 1120 1
7 1126 1
7 1144 1
7 1153 1
7 1191 1
7 1232 1
7 1238 1
7 1241 1
7 1309 1
7 1368 1
7 1380 1
7 1385 1
7 1406 1
7 1413 1
7 1441 1
7 1447 1
7 1465 1
7 1539 1
7 1605 1
7 1638 1
7 1694 1
7 1712 1
7 1777 1
7 1783 1
7 1792 1
7 1793 1
7 1839 1
7 1869 1
7 1987 1
7 2044 1
7 2115 1
7 2168 1
7 2329 1
7 2603 1
7 2645 1
7 2754 1
7 2782 1
7 2837 1
7 2862 1
7 2912 1
7 2949 1
8 10 1
8 13 1
8 20 1
8 25 1
8 30 1
8 32 1
8 33 1
8 35 1
8 72 1
8 93 1
8 99 1
8 114 1
8 137 1
8 163 1
8 202 1
8 214 1
8 247 1
8 279 1
8 281 1
8 296 1
8 304 1
8 307 1
8 368 1
8 401 1
8 441 1
8 445 1
8 488 1
8 492 1
8 496 1
8 500 1
8 508 1
8 517 1
8 541 1
8 563 1
8 590 1
8 647 1
8 671 1
8 781 1
8 794 1
8 854 1
8 923 1
8 929 1
8 985 1
8 1002 1
8 1010 1
8 1060 1
8 1065 1
8 1081 1
8 1085 1
8 1105 1
8 1165 1
8 1167 1
8 1194 1
8 1273 1
8 1387 1
8 1451 1
8 1466 1
8 1590 1
8 1619 1
8 1640 1
8 1677 1
8 1693 1
8 1789 1
8 1793 1
8 2045 1
8 2116 1
8 2124 1
8 2181 1
8 2209 1
8 2304 1
8 2305 1
8 2323 1
8 2325 1
8 2364 1
8 2447 1
8 2533 1
8 2555 1
8 2559 1
8 2565 1
8 2736 1
8 2763 1
8 2918 1
9 11 1
9 12 1
9 14 1
9 15 1
9 19 1
9 25 1
9 32 1
9 36 1
9 41 1
9 44 1
9 48 1
9 56 1
9 58 1
9 59 1
9 67 1
9 69 1
9 73 1
9 79 1
9 87 1
9 107 1
9 113 1
9 133 1
9 141 1
9 166 1
9 167 1
9 168 1
9 169 1
9 173 1
9 179 1
9 191 1
9 223 1
9 232 1
9 245 1
9 253 1
9 264 1
9 295 1
9 310 1
9 323 1
9 355 1
9 362 1
9 365 1
9 385 1
9 433 1
9 464 1
9 473 1
9 506 1
9 532 1
9 535 1
9 549 1
9 564 1
9 590 1
9 628 1
9 744 1
9 747 1
9 793 1
9 818 1
9 834 1
9 835 1
9 851 1
9 861 1
9 863 1
9 923 1
9 965 1
9 978 1
9 992 1
9 997 1
9 1006 1
9 1029 1
9 1033 1
9 1037 1
9 1040 1
9 1051 1
9 1080 1
9 1154 1
9 1156 1
9 1188 1
9 1204 1
9 1209 1
9 1219 1
9 1245 1
9 1278 1
9 1293 1
9 1305 1
9 1332 1
9 1334 1
9 1386 1
9 1407 1
9 1475 1
9 1481 1
9 1501 1
9 1506 1
9 1536 1
9 1558 1
9 1576 1
9 1595 1
9 1659 1
9 1695 1
9 1711 1
9 1738 1
9 1750 1
9 1756 1
9 1790 1
9 1826 1
9 1838 1
9 1864 1
9 1872 1
9 1874 1
9 1908 1
9 1911 1
9 1929 1
9 1962 1
9 1967 1
9 1976 1
9 2031 1
9 2052 1
9 2133 1
9 2146 1
9 2245 1
9 2311 1
9 2317 1
9 2338 1
9 2342 1
9 2347 1
9 2389 1
9 2421 1
9 2437 1
9 2523 1
9 2557 1
9 2588 1
9 2617 1
9 2622 1
9 2633 1
9 2662 1
9 2686 1
9 2721 1
9 2726 1
9 2770 1
9 2791 1
9 2904 1
9 2913 1
9 2943 1
9 2956 1
10 13 1
10 17 1
10 20 1
10 30 1
10 38 1
10 43 1
10 47 1
10 48 1
10 50 1
10 58 1
10 60 1
10 62 1
10 77 1
10 84 1
10 92 1
10 93 1
10 122 1
10 123 1
10 134 1
10 140 1
10 143 1
10 166 1
10 186 1
10 188 1
10 201 1
10 220 1
10 221 1
10 273 1
10 275 1
10 287 1
10 292 1
10 318 1
10 383 1
10 405 1
10 423 1
10 467 1
10 556 1
10 597 1
10 604 1
10 622 1
10 687 1
10 722 1
10 735 1
10 815 1
10 822 1
10 853 1
10 898 1
10 925 1
10 928 1
10 970 1
10 1012 1
10 1035 1
10 1038 1
10 1068 1
10 1160 1
10 1165 1
10 1205 1
10 1236 1
10 1240 1
10 1263 1
10 1311 1
10 1312 1
10 1376 1
10 1396 1
10 1510 1
10 1641 1
10 1652 1
10 1710 1
10 1756 1
10 1882 1
10 1898 1
10 2014 1
10 2057 1
10 2065 1
10 2091 1
10 2290 1
10 2370 1
10 2489 1
10 2563 1
10 2571 1
10 2854 1
11 21 1
11 22 1
11 27 1
11 28 1
11 33 1
11 43 1
11 47 1
11 50 1
11 65 1
11 80 1
11 81 1
11 89 1
11 115 1
11 129 1
11 169 1
11 198 1
11 208 1
11 228 1
11 234 1
11 247 1
11 250 1
11 252 1
11 264 1
11 294 1
11 309 1
11 338 1
11 366 1
11 372 1
11 386 1
11 390 1
11 406 1
11 409 1
11 417 1
11 476 1
11 585 1
11 593 1
11 621 1
11 629 1
11 689 1
11 714 1
11 763 1
11 830 1
11 1036 1
11 1141 1
11 1216 1
11 1350 1
11 1388 1
11 1422 1
11 1472 1
11 1481 1
11 1501 1
11 1503 1
11 1521 1
11 1573 1
11 1602 1
11 1792 1
11 1879 1
11 1971 1
11 2014 1
11 2104 1
11 2133 1
11 2155 1
11 2185 1
11 2213 1
11 2231 1
11 2246 1
11 2276 1
11 2335 1
11 2407 1
11 2412 1
11 2467 1
11 2507 1
11 2567 1
11 2694 1
11 2697 1
11 2830 1
11 2886 1
11 2912 1
11 2948 1
12 14 1
12 15 1
12 16 1
12 17 1
12 26 1
12 36 1
12 42 1
12 48 1
12 51 1
12 52 1
12 61 1
12 68 1
12 69 1
12 70 1
12 73 1
12 82 1
12 86 1
12 105 1
12 106 1
12 117 1
12 136 1
12 144 1
12 170 1
12 175 1
12 188 1
12 212 1
12 223 1
12 228 1
12 230 1
12 233 1
12 234 1
12 240 1
12 245 1
12 266 1
12 280 1
12 301 1
12 319 1
12 322 1
12 336 1
12 370 1
12 389 1
12 432 1
12 433 1
12 435 1
12 443 1
12 477 1
12 524 1
12 538 1
12 562 1
12 576 1
12 581 1
12 598 1
