300 1184 
1 2 1
1 3 1
1 4 1
1 5 1
1 6 1
1 7 1
1 8 1
1 10 1
1 11 1
1 12 1
1 13 1
1 21 1
1 31 1
1 34 1
1 35 1
1 37 1
1 38 1
1 50 1
1 53 1
1 55 1
1 71 1
1 83 1
1 88 1
1 90 1
1 100 1
1 120 1
1 123 1
1 142 1
1 148 1
1 160 1
1 179 1
1 188 1
1 268 1
1 269 1
1 273 1
1 300 1
2 6 1
2 7 1
2 9 1
2 18 1
2 29 1
2 38 1
2 50 1
2 64 1
2 70 1
2 93 1
2 184 1
2 250 1
2 278 1
2 294 1
3 6 1
3 7 1
3 8 1
3 9 1
3 17 1
3 26 1
3 33 1
3 40 1
3 53 1
3 54 1
3 58 1
3 73 1
3 88 1
3 90 1
3 91 1
3 92 1
3 104 1
3 108 1
3 109 1
3 110 1
3 113 1
3 115 1
3 116 1
3 121 1
3 125 1
3 129 1
3 136 1
3 143 1
3 147 1
3 200 1
3 214 1
3 224 1
3 225 1
3 232 1
3 236 1
3 237 1
3 279 1
3 282 1
4 6 1
4 10 1
4 11 1
4 12 1
4 14 1
4 17 1
4 22 1
4 23 1
4 25 1
4 28 1
4 32 1
4 56 1
4 57 1
4 69 1
4 72 1
4 75 1
4 98 1
4 99 1
4 117 1
4 118 1
4 120 1
4 124 1
4 130 1
4 135 1
4 139 1
4 150 1
4 165 1
4 168 1
4 185 1
4 186 1
4 199 1
4 212 1
4 219 1
4 260 1
4 263 1
4 264 1
4 290 1
5 7 1
5 9 1
5 10 1
5 15 1
5 19 1
5 24 1
5 28 1
5 30 1
5 31 1
5 52 1
5 53 1
5 62 1
5 63 1
5 86 1
5 92 1
5 122 1
5 125 1
5 175 1
5 206 1
5 223 1
6 8 1
6 9 1
6 10 1
6 11 1
6 12 1
6 14 1
6 16 1
6 17 1
6 19 1
6 20 1
6 22 1
6 25 1
6 26 1
6 27 1
6 41 1
6 43 1
6 44 1
6 45 1
6 46 1
6 47 1
6 48 1
6 55 1
6 62 1
6 63 1
6 76 1
6 78 1
6 92 1
6 93 1
6 106 1
6 116 1
6 117 1
6 119 1
6 123 1
6 125 1
6 129 1
6 137 1
6 139 1
6 150 1
6 152 1
6 158 1
6 172 1
6 173 1
6 175 1
6 183 1
6 189 1
6 201 1
6 204 1
6 210 1
6 215 1
6 222 1
6 235 1
6 248 1
6 251 1
6 255 1
6 257 1
6 264 1
6 272 1
6 284 1
6 288 1
6 299 1
7 8 1
7 13 1
7 16 1
7 18 1
7 29 1
7 36 1
7 45 1
7 49 1
7 51 1
7 66 1
7 68 1
7 73 1
7 80 1
7 86 1
7 106 1
7 108 1
7 117 1
7 121 1
7 128 1
7 129 1
7 133 1
7 147 1
7 155 1
7 181 1
7 195 1
7 201 1
7 208 1
7 211 1
7 292 1
8 16 1
8 71 1
8 97 1
8 112 1
8 132 1
8 219 1
9 11 1
9 13 1
9 14 1
9 19 1
9 23 1
9 25 1
9 32 1
9 42 1
9 60 1
9 64 1
9 71 1
9 87 1
9 101 1
9 108 1
9 134 1
9 149 1
9 151 1
9 161 1
9 166 1
9 181 1
9 191 1
9 231 1
9 235 1
9 269 1
9 280 1
9 284 1
10 14 1
10 15 1
10 17 1
10 18 1
10 20 1
10 21 1
10 26 1
10 27 1
10 29 1
10 34 1
10 35 1
10 36 1
10 37 1
10 41 1
10 44 1
10 48 1
10 50 1
10 52 1
10 64 1
10 65 1
10 75 1
10 78 1
10 82 1
10 85 1
10 91 1
10 100 1
10 101 1
10 107 1
10 111 1
10 118 1
10 143 1
10 154 1
10 167 1
10 180 1
10 190 1
10 199 1
10 215 1
10 229 1
10 244 1
10 269 1
10 270 1
10 286 1
10 295 1
11 12 1
11 15 1
11 18 1
11 22 1
11 23 1
11 35 1
11 36 1
11 56 1
11 57 1
11 60 1
11 69 1
11 88 1
11 225 1
11 273 1
12 13 1
12 16 1
12 20 1
12 24 1
12 34 1
12 37 1
12 38 1
12 41 1
12 58 1
12 86 1
12 106 1
12 125 1
12 147 1
12 160 1
12 168 1
12 206 1
12 274 1
13 15 1
13 20 1
13 32 1
13 37 1
13 44 1
13 45 1
13 46 1
13 61 1
13 67 1
13 80 1
13 81 1
13 98 1
13 112 1
13 124 1
13 126 1
13 148 1
13 156 1
13 170 1
13 173 1
13 192 1
13 195 1
13 208 1
13 231 1
13 235 1
13 246 1
13 258 1
13 267 1
13 281 1
14 29 1
14 43 1
14 82 1
14 165 1
14 169 1
14 198 1
15 21 1
15 24 1
15 27 1
15 40 1
15 54 1
15 69 1
15 91 1
15 131 1
15 144 1
15 158 1
15 186 1
15 188 1
15 207 1
15 252 1
15 263 1
16 19 1
16 27 1
16 30 1
16 49 1
16 57 1
16 62 1
16 74 1
16 76 1
16 84 1
16 85 1
16 96 1
16 97 1
16 127 1
16 128 1
16 155 1
16 156 1
16 170 1
16 208 1
16 243 1
16 266 1
17 24 1
17 38 1
17 58 1
17 61 1
17 87 1
17 117 1
17 123 1
17 149 1
17 257 1
17 258 1
18 21 1
18 30 1
18 32 1
18 33 1
18 39 1
18 40 1
18 60 1
18 66 1
18 70 1
18 80 1
18 84 1
18 89 1
18 102 1
18 107 1
18 109 1
18 126 1
18 127 1
18 137 1
18 158 1
18 163 1
18 207 1
18 230 1
18 252 1
18 274 1
18 277 1
18 283 1
19 22 1
19 23 1
19 25 1
19 28 1
19 42 1
19 51 1
19 56 1
19 77 1
19 96 1
19 163 1
19 188 1
19 191 1
19 213 1
19 244 1
19 277 1
19 291 1
19 299 1
20 34 1
20 46 1
20 47 1
20 52 1
20 79 1
20 222 1
21 51 1
21 61 1
21 153 1
21 187 1
22 26 1
22 28 1
22 30 1
22 31 1
22 42 1
22 43 1
22 57 1
22 64 1
22 72 1
22 83 1
22 107 1
22 113 1
22 131 1
22 187 1
22 197 1
22 210 1
22 243 1
22 250 1
22 255 1
22 296 1
23 36 1
23 59 1
23 72 1
23 89 1
23 158 1
23 298 1
24 35 1
24 47 1
24 50 1
24 55 1
24 56 1
24 62 1
24 97 1
24 139 1
24 141 1
24 145 1
24 175 1
24 228 1
24 236 1
24 238 1
24 294 1
25 33 1
25 41 1
25 59 1
25 84 1
25 99 1
25 128 1
25 133 1
25 178 1
25 200 1
25 215 1
25 286 1
25 288 1
25 299 1
26 49 1
26 134 1
26 140 1
26 164 1
26 166 1
26 193 1
26 196 1
26 219 1
27 33 1
27 39 1
27 65 1
27 77 1
27 81 1
27 84 1
27 97 1
27 126 1
27 130 1
27 176 1
27 217 1
27 287 1
28 65 1
28 73 1
28 89 1
28 98 1
28 112 1
28 134 1
28 153 1
28 162 1
28 265 1
29 39 1
29 155 1
29 170 1
30 31 1
30 79 1
30 80 1
30 81 1
30 82 1
30 87 1
30 95 1
30 146 1
30 162 1
30 183 1
30 233 1
30 239 1
31 48 1
31 59 1
31 138 1
31 207 1
31 217 1
31 221 1
31 227 1
32 44 1
32 54 1
32 74 1
32 151 1
32 191 1
32 222 1
33 133 1
33 267 1
34 40 1
34 51 1
34 63 1
34 73 1
34 101 1
34 103 1
34 110 1
34 118 1
34 182 1
34 189 1
34 192 1
34 298 1
35 42 1
35 85 1
35 159 1
35 165 1
35 166 1
35 171 1
35 218 1
35 224 1
35 227 1
35 259 1
35 298 1
36 39 1
36 70 1
36 112 1
36 120 1
36 195 1
36 248 1
37 49 1
37 102 1
37 146 1
37 183 1
37 238 1
37 239 1
37 261 1
37 279 1
38 69 1
38 105 1
38 145 1
38 192 1
38 195 1
38 222 1
38 242 1
39 159 1
39 187 1
40 43 1
40 46 1
40 53 1
40 60 1
40 63 1
40 65 1
40 66 1
40 68 1
40 75 1
40 78 1
40 95 1
40 115 1
40 131 1
40 136 1
40 203 1
40 220 1
40 280 1
41 52 1
41 86 1
41 124 1
41 148 1
41 152 1
41 214 1
41 246 1
41 263 1
41 282 1
42 77 1
42 88 1
42 105 1
42 121 1
42 148 1
42 180 1
42 286 1
43 45 1
43 47 1
43 48 1
43 76 1
43 79 1
43 90 1
43 94 1
43 108 1
43 114 1
43 152 1
43 178 1
43 186 1
43 197 1
43 205 1
43 212 1
43 239 1
43 275 1
43 291 1
43 296 1
44 209 1
44 237 1
44 300 1
45 74 1
45 105 1
45 190 1
46 72 1
46 83 1
46 85 1
46 141 1
46 196 1
46 211 1
46 234 1
46 245 1
46 275 1
47 54 1
47 67 1
47 106 1
47 113 1
47 133 1
47 144 1
47 149 1
47 163 1
47 172 1
47 182 1
47 196 1
47 236 1
48 61 1
48 67 1
48 102 1
49 67 1
49 183 1
49 257 1
50 81 1
50 103 1
50 259 1
51 58 1
51 145 1
51 172 1
51 177 1
51 203 1
51 251 1
52 70 1
52 135 1
52 168 1
52 229 1
52 272 1
52 295 1
53 75 1
53 92 1
53 111 1
53 135 1
53 151 1
53 184 1
53 244 1
54 55 1
54 68 1
54 89 1
54 93 1
54 96 1
54 104 1
54 111 1
54 134 1
54 138 1
54 146 1
54 161 1
54 167 1
54 235 1
54 258 1
55 154 1
55 261 1
56 66 1
56 93 1
56 184 1
56 266 1
57 59 1
57 204 1
57 205 1
57 264 1
58 74 1
58 237 1
58 270 1
59 78 1
59 91 1
59 105 1
59 142 1
59 143 1
59 165 1
59 169 1
59 177 1
59 204 1
59 221 1
59 231 1
59 253 1
59 289 1
59 291 1
61 163 1
62 79 1
62 128 1
62 166 1
62 182 1
62 189 1
62 216 1
62 226 1
62 252 1
62 268 1
63 95 1
64 100 1
64 104 1
64 116 1
64 198 1
64 267 1
65 71 1
65 132 1
65 181 1
65 287 1
66 83 1
66 114 1
66 118 1
66 140 1
66 181 1
66 194 1
66 219 1
66 233 1
66 262 1
66 296 1
67 68 1
67 82 1
67 98 1
67 99 1
67 102 1
67 142 1
67 164 1
67 207 1
67 272 1
67 300 1
68 77 1
68 126 1
68 167 1
68 203 1
68 218 1
68 250 1
68 260 1
68 262 1
68 288 1
68 289 1
69 76 1
69 132 1
69 162 1
69 164 1
69 171 1
69 174 1
69 196 1
69 218 1
69 225 1
70 103 1
70 241 1
70 275 1
71 150 1
71 159 1
71 180 1
71 193 1
71 197 1
71 229 1
72 90 1
72 94 1
72 137 1
72 189 1
72 191 1
72 232 1
72 248 1
72 251 1
73 116 1
73 156 1
73 200 1
73 224 1
73 255 1
73 265 1
74 130 1
74 204 1
74 216 1
75 94 1
75 245 1
75 282 1
75 293 1
76 115 1
76 131 1
76 266 1
77 141 1
77 154 1
78 178 1
78 202 1
78 260 1
79 87 1
79 107 1
79 140 1
79 143 1
79 146 1
79 152 1
79 213 1
79 226 1
79 245 1
79 277 1
80 174 1
80 188 1
81 228 1
82 211 1
84 154 1
84 192 1
84 205 1
84 246 1
85 99 1
85 111 1
85 114 1
85 123 1
85 201 1
85 203 1
85 242 1
85 255 1
86 100 1
86 109 1
86 139 1
86 201 1
86 289 1
87 110 1
87 202 1
87 229 1
87 254 1
87 284 1
88 130 1
88 144 1
88 159 1
88 174 1
88 176 1
88 212 1
88 224 1
89 96 1
89 240 1
89 271 1
90 109 1
90 194 1
90 220 1
91 119 1
91 127 1
91 149 1
92 101 1
92 138 1
93 94 1
93 110 1
93 113 1
93 114 1
93 121 1
93 241 1
94 95 1
94 175 1
95 122 1
95 212 1
95 250 1
95 268 1
96 129 1
96 194 1
96 217 1
96 218 1
96 238 1
97 184 1
98 297 1
99 138 1
99 199 1
99 206 1
99 210 1
99 240 1
99 274 1
100 103 1
100 156 1
100 157 1
100 190 1
100 223 1
100 233 1
100 270 1
100 287 1
100 292 1
101 104 1
101 160 1
101 198 1
101 249 1
101 294 1
103 122 1
104 119 1
104 120 1
104 124 1
104 132 1
104 247 1
104 273 1
105 160 1
105 199 1
105 239 1
106 180 1
108 142 1
108 187 1
108 232 1
109 115 1
109 122 1
109 155 1
109 173 1
109 185 1
109 234 1
109 253 1
109 259 1
109 264 1
110 119 1
110 137 1
111 141 1
111 278 1
113 226 1
113 238 1
113 269 1
114 136 1
114 185 1
114 260 1
115 247 1
116 136 1
116 279 1
116 300 1
117 153 1
118 140 1
118 205 1
118 297 1
119 127 1
119 169 1
120 186 1
121 226 1
122 145 1
122 161 1
122 162 1
122 169 1
122 215 1
122 221 1
122 265 1
122 281 1
122 286 1
123 144 1
123 176 1
123 190 1
123 236 1
123 249 1
124 178 1
124 217 1
124 223 1
125 225 1
125 261 1
126 289 1
127 150 1
127 179 1
127 182 1
128 153 1
128 220 1
128 293 1
129 147 1
129 167 1
129 249 1
129 262 1
130 197 1
130 210 1
130 230 1
130 276 1
130 292 1
131 135 1
131 223 1
131 233 1
131 298 1
132 151 1
132 157 1
132 176 1
133 211 1
133 283 1
135 214 1
135 232 1
135 256 1
137 179 1
137 227 1
137 262 1
137 299 1
138 206 1
138 270 1
139 209 1
140 253 1
141 171 1
142 202 1
142 241 1
143 179 1
143 258 1
143 261 1
143 293 1
144 202 1
145 157 1
145 161 1
145 209 1
145 240 1
145 276 1
146 174 1
146 177 1
146 194 1
147 230 1
147 290 1
149 172 1
149 193 1
149 220 1
150 164 1
150 216 1
150 280 1
150 284 1
151 221 1
152 208 1
153 246 1
154 157 1
154 193 1
154 282 1
154 285 1
154 293 1
155 244 1
155 297 1
157 168 1
157 185 1
157 256 1
158 257 1
159 234 1
159 294 1
162 171 1
164 173 1
164 247 1
164 274 1
165 170 1
165 283 1
167 276 1
169 200 1
170 231 1
171 295 1
174 216 1
175 177 1
175 240 1
175 278 1
176 248 1
176 256 1
177 230 1
177 256 1
177 297 1
178 198 1
178 214 1
182 254 1
182 276 1
183 278 1
185 275 1
187 237 1
187 242 1
189 213 1
189 228 1
190 268 1
192 209 1
192 253 1
196 228 1
196 263 1
199 243 1
199 285 1
203 252 1
204 227 1
206 271 1
206 281 1
206 288 1
207 213 1
207 234 1
207 251 1
207 277 1
213 290 1
214 280 1
215 242 1
218 287 1
221 247 1
221 259 1
222 254 1
225 249 1
228 271 1
229 243 1
230 271 1
230 273 1
231 245 1
237 241 1
240 265 1
241 291 1
242 254 1
244 279 1
245 295 1
250 267 1
251 272 1
252 283 1
256 266 1
256 292 1
259 285 1
270 281 1
273 285 1
280 296 1
284 290 1
