2000 7980 
1 5 1
1 6 1
1 7 1
1 8 1
1 9 1
1 10 1
1 12 1
1 14 1
1 15 1
1 20 1
1 25 1
1 28 1
1 35 1
1 47 1
1 49 1
1 50 1
1 53 1
1 57 1
1 58 1
1 63 1
1 85 1
1 102 1
1 111 1
1 116 1
1 118 1
1 132 1
1 137 1
1 154 1
1 156 1
1 159 1
1 161 1
1 162 1
1 181 1
1 186 1
1 190 1
1 198 1
1 207 1
1 208 1
1 243 1
1 268 1
1 288 1
1 290 1
1 299 1
1 340 1
1 354 1
1 363 1
1 364 1
1 387 1
1 388 1
1 393 1
1 400 1
1 407 1
1 469 1
1 533 1
1 543 1
1 553 1
1 572 1
1 639 1
1 668 1
1 691 1
1 704 1
1 725 1
1 737 1
1 778 1
1 820 1
1 823 1
1 868 1
1 894 1
1 1007 1
1 1021 1
1 1102 1
1 1104 1
1 1110 1
1 1112 1
1 1113 1
1 1126 1
1 1212 1
1 1254 1
1 1284 1
1 1314 1
1 1327 1
1 1357 1
1 1360 1
1 1377 1
1 1379 1
1 1401 1
1 1466 1
1 1485 1
1 1523 1
1 1540 1
1 1609 1
1 1652 1
1 1714 1
1 1738 1
1 1746 1
1 1764 1
1 1830 1
1 1921 1
2 5 1
2 6 1
2 15 1
2 17 1
2 18 1
2 34 1
2 43 1
2 58 1
2 67 1
2 71 1
2 74 1
2 94 1
2 99 1
2 106 1
2 117 1
2 119 1
2 120 1
2 123 1
2 138 1
2 144 1
2 155 1
2 165 1
2 170 1
2 172 1
2 177 1
2 218 1
2 226 1
2 228 1
2 251 1
2 265 1
2 294 1
2 297 1
2 302 1
2 352 1
2 381 1
2 382 1
2 400 1
2 403 1
2 416 1
2 458 1
2 490 1
2 528 1
2 573 1
2 618 1
2 670 1
2 710 1
2 735 1
2 748 1
2 790 1
2 832 1
2 863 1
2 864 1
2 871 1
2 882 1
2 911 1
2 1021 1
2 1045 1
2 1096 1
2 1127 1
2 1147 1
2 1153 1
2 1171 1
2 1194 1
2 1206 1
2 1261 1
2 1269 1
2 1313 1
2 1397 1
2 1444 1
2 1482 1
2 1510 1
2 1537 1
2 1539 1
2 1813 1
2 1912 1
2 1919 1
2 1988 1
2 1997 1
3 5 1
3 6 1
3 7 1
3 8 1
3 9 1
3 10 1
3 11 1
3 12 1
3 13 1
3 16 1
3 18 1
3 20 1
3 22 1
3 23 1
3 24 1
3 26 1
3 27 1
3 28 1
3 30 1
3 31 1
3 36 1
3 41 1
3 42 1
3 44 1
3 49 1
3 54 1
3 70 1
3 71 1
3 77 1
3 81 1
3 89 1
3 102 1
3 105 1
3 115 1
3 117 1
3 120 1
3 125 1
3 129 1
3 143 1
3 144 1
3 159 1
3 167 1
3 169 1
3 182 1
3 214 1
3 215 1
3 220 1
3 222 1
3 223 1
3 224 1
3 230 1
3 233 1
3 237 1
3 253 1
3 263 1
3 276 1
3 283 1
