2000 7982 
1 5 1
1 6 1
1 7 1
1 8 1
1 9 1
1 11 1
1 15 1
1 17 1
1 19 1
1 20 1
1 23 1
1 24 1
1 26 1
1 29 1
1 31 1
1 33 1
1 39 1
1 41 1
1 45 1
1 51 1
1 53 1
1 59 1
1 60 1
1 61 1
1 63 1
1 73 1
1 92 1
1 95 1
1 100 1
1 108 1
1 118 1
1 121 1
1 153 1
1 168 1
1 182 1
1 184 1
1 197 1
1 199 1
1 205 1
1 212 1
1 213 1
1 283 1
1 331 1
1 332 1
1 334 1
1 350 1
1 443 1
1 449 1
1 467 1
1 470 1
1 481 1
1 492 1
1 496 1
1 519 1
1 538 1
1 546 1
1 547 1
1 572 1
1 586 1
1 590 1
1 649 1
1 656 1
1 666 1
1 667 1
1 691 1
1 701 1
1 711 1
1 716 1
1 752 1
1 755 1
1 785 1
1 790 1
1 794 1
1 808 1
1 809 1
1 843 1
1 853 1
1 865 1
1 899 1
1 903 1
1 933 1
1 949 1
1 955 1
1 959 1
1 962 1
1 972 1
1 982 1
1 1001 1
1 1004 1
1 1014 1
1 1063 1
1 1076 1
1 1089 1
1 1119 1
1 1158 1
1 1201 1
1 1233 1
1 1248 1
1 1258 1
1 1272 1
1 1330 1
1 1365 1
1 1376 1
1 1395 1
1 1468 1
1 1487 1
1 1499 1
1 1524 1
1 1551 1
1 1554 1
1 1566 1
1 1569 1
1 1589 1
1 1645 1
1 1719 1
1 1753 1
1 1838 1
1 1920 1
1 1969 1
1 1993 1
2 5 1
2 10 1
2 25 1
2 87 1
2 101 1
2 147 1
2 157 1
2 209 1
2 218 1
2 268 1
2 288 1
2 331 1
2 372 1
2 529 1
2 548 1
2 1018 1
2 1087 1
2 1346 1
2 1548 1
2 1634 1
2 1699 1
2 1774 1
3 5 1
3 6 1
3 7 1
3 10 1
3 14 1
3 20 1
3 25 1
3 29 1
3 31 1
3 42 1
3 54 1
3 59 1
3 62 1
3 63 1
3 66 1
3 78 1
3 119 1
3 123 1
3 147 1
3 155 1
3 174 1
3 186 1
3 229 1
3 263 1
3 266 1
3 300 1
3 307 1
3 328 1
3 375 1
3 416 1
3 434 1
3 457 1
3 505 1
3 567 1
3 629 1
3 636 1
3 662 1
3 677 1
3 688 1
3 693 1
3 695 1
3 700 1
3 707 1
3 712 1
3 739 1
3 771 1
3 808 1
3 824 1
3 853 1
3 963 1
3 1006 1
3 1025 1
3 1030 1
3 1031 1
3 1102 1
3 1255 1
3 1258 1
3 1260 1
3 1304 1
3 1306 1
3 1375 1
3 1406 1
3 1442 1
3 1533 1
3 1652 1
3 1681 1
3 1691 1
3 1695 1
3 1703 1
3 1709 1
3 1767 1
3 1829 1
3 1891 1
3 1914 1
3 1961 1
4 5 1
4 6 1
4 8 1
4 12 1
4 14 1
4 15 1
4 28 1
4 56 1
4 81 1
4 132 1
4 133 1
4 151 1
4 152 1
4 216 1
